met_name,n,reaction,ec_number,ID,common_name,names,spontaneous,systematic_name,pathway
WATER,NA,RXN-13031,EC-3.5.1,RXN-13031,NA,NA,NA,NA,PWY-6984
Lipoyl-Protein-N6-lipoyllysine,NA,RXN-13031,EC-3.5.1,RXN-13031,NA,NA,NA,NA,PWY-6984
Lipoyl-Protein-L-Lysine,NA,RXN-13031,EC-3.5.1,RXN-13031,NA,NA,NA,NA,PWY-6984
LIPOIC-ACID,NA,RXN-13031,EC-3.5.1,RXN-13031,NA,NA,NA,NA,PWY-6984
LYS,NA,LYSINE-23-AMINOMUTASE-RXN,EC-5.4.3.2,LYSINE-23-AMINOMUTASE-RXN,NA,NA,NA,NA,P163-PWY
CPD-233,NA,LYSINE-23-AMINOMUTASE-RXN,EC-5.4.3.2,LYSINE-23-AMINOMUTASE-RXN,NA,NA,NA,NA,P163-PWY
WATER,NA,RXN-10940,EC-3.1.3.62,RXN-10940,6-phytase,6-phytase // Phytase // Phytate 6-phosphatase // Myo-inositol-hexaphosphate 6-phosphohydrolase,NA,NA,PWY-4781
MI-HEXAKISPHOSPHATE,NA,RXN-10940,EC-3.1.3.62,RXN-10940,6-phytase,6-phytase // Phytase // Phytate 6-phosphatase // Myo-inositol-hexaphosphate 6-phosphohydrolase,NA,NA,PWY-4781
MI-PENTAKISPHOSPHATE,NA,RXN-10940,EC-3.1.3.62,RXN-10940,6-phytase,6-phytase // Phytase // Phytate 6-phosphatase // Myo-inositol-hexaphosphate 6-phosphohydrolase,NA,NA,PWY-4781
Pi,NA,RXN-10940,EC-3.1.3.62,RXN-10940,6-phytase,6-phytase // Phytase // Phytate 6-phosphatase // Myo-inositol-hexaphosphate 6-phosphohydrolase,NA,NA,PWY-4781
13-methyltetradecanoyl-ACPs,NA,RXN-21668,EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39,RXN-21668,NA,NA,NA,NA,PWY-8174
13-Methyltetradec-2-enoyl-ACPs,NA,RXN-21668,EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39,RXN-21668,NA,NA,NA,NA,PWY-8174
"NADPH",NA,RXN-21668,EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39,RXN-21668,NA,NA,NA,NA,PWY-8174
PROTON,NA,RXN-21668,EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39,RXN-21668,NA,NA,NA,NA,PWY-8174
CPD-10857,NA,RXN-10094,EC-1.3.1.119,RXN-10094,NA,NA,NA,NA,PWY-6191
CPD-10855,NA,RXN-10094,EC-1.3.1.119,RXN-10094,NA,NA,NA,NA,PWY-6191
"NADH",NA,RXN-10094,EC-1.3.1.119,RXN-10094,NA,NA,NA,NA,PWY-6191
PROTON,NA,RXN-10094,EC-1.3.1.119,RXN-10094,NA,NA,NA,NA,PWY-6191
PROTON,NA,RXN-19364,NA,RXN-19364,NA,NA,NA,NA,PWY-7974 // RXN-19369
Apo-Methylmalonyl-CoA-Mutase,NA,RXN-19364,NA,RXN-19364,NA,NA,NA,NA,PWY-7974 // RXN-19369
B12-Corrinoid-Adenosyltranferase,NA,RXN-19364,NA,RXN-19364,NA,NA,NA,NA,PWY-7974 // RXN-19369
B12-Methylmalonyl-CoA-Mutase,NA,RXN-19364,NA,RXN-19364,NA,NA,NA,NA,PWY-7974 // RXN-19369
Corrinoid-Adenosyltransferases,NA,RXN-19364,NA,RXN-19364,NA,NA,NA,NA,PWY-7974 // RXN-19369
ATP,NA,DALADALALIG-RXN,EC-6.3.2.4,DALADALALIG-RXN,NA,NA,NA,NA,PWY-6387 // PWY-7953 // PWY-6386
D-ALANINE,NA,DALADALALIG-RXN,EC-6.3.2.4,DALADALALIG-RXN,NA,NA,NA,NA,PWY-6387 // PWY-7953 // PWY-6386
PROTON,NA,DALADALALIG-RXN,EC-6.3.2.4,DALADALALIG-RXN,NA,NA,NA,NA,PWY-6387 // PWY-7953 // PWY-6386
D-ALA-D-ALA,NA,DALADALALIG-RXN,EC-6.3.2.4,DALADALALIG-RXN,NA,NA,NA,NA,PWY-6387 // PWY-7953 // PWY-6386
Pi,NA,DALADALALIG-RXN,EC-6.3.2.4,DALADALALIG-RXN,NA,NA,NA,NA,PWY-6387 // PWY-7953 // PWY-6386
ADP,NA,DALADALALIG-RXN,EC-6.3.2.4,DALADALALIG-RXN,NA,NA,NA,NA,PWY-6387 // PWY-7953 // PWY-6386
SORBITOL,NA,RXN-7644,EC-1.1.1.14,RXN-7644,D-sorbitol 2-dehydrogenase,D-sorbitol 2-dehydrogenase,NA,NA,PWY-4101
CPD-15382,NA,RXN-7644,EC-1.1.1.14,RXN-7644,D-sorbitol 2-dehydrogenase,D-sorbitol 2-dehydrogenase,NA,NA,PWY-4101
"NADH",NA,RXN-7644,EC-1.1.1.14,RXN-7644,D-sorbitol 2-dehydrogenase,D-sorbitol 2-dehydrogenase,NA,NA,PWY-4101
PROTON,NA,RXN-7644,EC-1.1.1.14,RXN-7644,D-sorbitol 2-dehydrogenase,D-sorbitol 2-dehydrogenase,NA,NA,PWY-4101
cis-cis-D7-19-3-hydroxyC38-2-ACPs,NA,RXN1G-262,EC-1.1.1.M9,RXN1G-262,"cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase","cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase",NA,NA,PWYG-321
cis-cis-D7-19-3-oxo-C38-2-ACPs,NA,RXN1G-262,EC-1.1.1.M9,RXN1G-262,"cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase","cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase",NA,NA,PWYG-321
"NADPH",NA,RXN1G-262,EC-1.1.1.M9,RXN1G-262,"cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase","cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase",NA,NA,PWYG-321
PROTON,NA,RXN1G-262,EC-1.1.1.M9,RXN1G-262,"cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase","cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase",NA,NA,PWYG-321
WATER,NA,RXN-13602,EC-3.2.1.21,RXN-13602,linustatin &beta;-diglucosidase,linustatin &beta;-diglucosidase,NA,NA,PWY-7091
CPD-14594,NA,RXN-13602,EC-3.2.1.21,RXN-13602,linustatin &beta;-diglucosidase,linustatin &beta;-diglucosidase,NA,NA,PWY-7091
LINAMARIN,NA,RXN-13602,EC-3.2.1.21,RXN-13602,linustatin &beta;-diglucosidase,linustatin &beta;-diglucosidase,NA,NA,PWY-7091
Glucopyranose,NA,RXN-13602,EC-3.2.1.21,RXN-13602,linustatin &beta;-diglucosidase,linustatin &beta;-diglucosidase,NA,NA,PWY-7091
PROTON,NA,RXN-21685,EC-2.3.1.179,RXN-21685,NA,NA,NA,NA,PWY-8175
MALONYL-ACP,NA,RXN-21685,EC-2.3.1.179,RXN-21685,NA,NA,NA,NA,PWY-8175
6-Methylheptanoyl-ACPs,NA,RXN-21685,EC-2.3.1.179,RXN-21685,NA,NA,NA,NA,PWY-8175
8-Methyl-3-Oxononanoyl-ACPs,NA,RXN-21685,EC-2.3.1.179,RXN-21685,NA,NA,NA,NA,PWY-8175
CARBON-DIOXIDE,NA,RXN-21685,EC-2.3.1.179,RXN-21685,NA,NA,NA,NA,PWY-8175
ACP,NA,RXN-21685,EC-2.3.1.179,RXN-21685,NA,NA,NA,NA,PWY-8175
CTP,NA,RXN-9990,EC-2.7.7.43,RXN-9990,NA,NA,NA,NA,PWY-6139 // PWY-6138
CPD0-1123,NA,RXN-9990,EC-2.7.7.43,RXN-9990,NA,NA,NA,NA,PWY-6139 // PWY-6138
CMP-N-ACETYL-NEURAMINATE,NA,RXN-9990,EC-2.7.7.43,RXN-9990,NA,NA,NA,NA,PWY-6139 // PWY-6138
PPI,NA,RXN-9990,EC-2.7.7.43,RXN-9990,NA,NA,NA,NA,PWY-6139 // PWY-6138
ATP,NA,SULFATE-ADENYLYLTRANS-RXN,EC-2.7.7.4,SULFATE-ADENYLYLTRANS-RXN,NA,NA,NA,NA,PWY1ZNC-1 // PWY-6683 // DISSULFRED-PWY // SULFMETII-PWY // PWY-5340 // PWY-5278
SULFATE,NA,SULFATE-ADENYLYLTRANS-RXN,EC-2.7.7.4,SULFATE-ADENYLYLTRANS-RXN,NA,NA,NA,NA,PWY1ZNC-1 // PWY-6683 // DISSULFRED-PWY // SULFMETII-PWY // PWY-5340 // PWY-5278
PROTON,NA,SULFATE-ADENYLYLTRANS-RXN,EC-2.7.7.4,SULFATE-ADENYLYLTRANS-RXN,NA,NA,NA,NA,PWY1ZNC-1 // PWY-6683 // DISSULFRED-PWY // SULFMETII-PWY // PWY-5340 // PWY-5278
APS,NA,SULFATE-ADENYLYLTRANS-RXN,EC-2.7.7.4,SULFATE-ADENYLYLTRANS-RXN,NA,NA,NA,NA,PWY1ZNC-1 // PWY-6683 // DISSULFRED-PWY // SULFMETII-PWY // PWY-5340 // PWY-5278
PPI,NA,SULFATE-ADENYLYLTRANS-RXN,EC-2.7.7.4,SULFATE-ADENYLYLTRANS-RXN,NA,NA,NA,NA,PWY1ZNC-1 // PWY-6683 // DISSULFRED-PWY // SULFMETII-PWY // PWY-5340 // PWY-5278
CPD-9038,NA,RXN-8675,NA,RXN-8675,NA,"<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase // uroporphyrinogen methyltransferase // uroporphyrinogen-III methyltransferase // adenosylmethionine-uroporphyrinogen III methyltransferase // <em>S</em>-adenosyl-<small>L</small>-methionine-dependent uroporphyrinogen III methylase // SirA // CysG // CobA [ambiguous - see <a href=""query.php?ec=2.5.1.17"" target=""new"">EC 2.5.1.17</a>] SUMT // uroporphyrin-III <em>C</em>-methyltransferase (incorrect) // <em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrin-III <em>C</em>-methyltransferase (incorrect)",NA,<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase,PWY-5194 // PWY-5196 // PWY-7376 // PWY-7377 // RXN-13403
S-ADENOSYLMETHIONINE,NA,RXN-8675,NA,RXN-8675,NA,"<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase // uroporphyrinogen methyltransferase // uroporphyrinogen-III methyltransferase // adenosylmethionine-uroporphyrinogen III methyltransferase // <em>S</em>-adenosyl-<small>L</small>-methionine-dependent uroporphyrinogen III methylase // SirA // CysG // CobA [ambiguous - see <a href=""query.php?ec=2.5.1.17"" target=""new"">EC 2.5.1.17</a>] SUMT // uroporphyrin-III <em>C</em>-methyltransferase (incorrect) // <em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrin-III <em>C</em>-methyltransferase (incorrect)",NA,<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase,PWY-5194 // PWY-5196 // PWY-7376 // PWY-7377 // RXN-13403
ADENOSYL-HOMO-CYS,NA,RXN-8675,NA,RXN-8675,NA,"<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase // uroporphyrinogen methyltransferase // uroporphyrinogen-III methyltransferase // adenosylmethionine-uroporphyrinogen III methyltransferase // <em>S</em>-adenosyl-<small>L</small>-methionine-dependent uroporphyrinogen III methylase // SirA // CysG // CobA [ambiguous - see <a href=""query.php?ec=2.5.1.17"" target=""new"">EC 2.5.1.17</a>] SUMT // uroporphyrin-III <em>C</em>-methyltransferase (incorrect) // <em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrin-III <em>C</em>-methyltransferase (incorrect)",NA,<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase,PWY-5194 // PWY-5196 // PWY-7376 // PWY-7377 // RXN-13403
DIHYDROSIROHYDROCHLORIN,NA,RXN-8675,NA,RXN-8675,NA,"<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase // uroporphyrinogen methyltransferase // uroporphyrinogen-III methyltransferase // adenosylmethionine-uroporphyrinogen III methyltransferase // <em>S</em>-adenosyl-<small>L</small>-methionine-dependent uroporphyrinogen III methylase // SirA // CysG // CobA [ambiguous - see <a href=""query.php?ec=2.5.1.17"" target=""new"">EC 2.5.1.17</a>] SUMT // uroporphyrin-III <em>C</em>-methyltransferase (incorrect) // <em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrin-III <em>C</em>-methyltransferase (incorrect)",NA,<em>S</em>-adenosyl-<small>L</small>-methionine:uroporphyrinogen-III <em>C</em>-methyltransferase,PWY-5194 // PWY-5196 // PWY-7376 // PWY-7377 // RXN-13403
"NAD-P-OR-NOP",NA,GLUCONATE-5-DEHYDROGENASE-RXN,EC-1.1.1.69,GLUCONATE-5-DEHYDROGENASE-RXN,NA,NA,NA,NA,IDNCAT-PWY
GLUCONATE,NA,GLUCONATE-5-DEHYDROGENASE-RXN,EC-1.1.1.69,GLUCONATE-5-DEHYDROGENASE-RXN,NA,NA,NA,NA,IDNCAT-PWY
5-DEHYDROGLUCONATE,NA,GLUCONATE-5-DEHYDROGENASE-RXN,EC-1.1.1.69,GLUCONATE-5-DEHYDROGENASE-RXN,NA,NA,NA,NA,IDNCAT-PWY
"NADH-P-OR-NOP",NA,GLUCONATE-5-DEHYDROGENASE-RXN,EC-1.1.1.69,GLUCONATE-5-DEHYDROGENASE-RXN,NA,NA,NA,NA,IDNCAT-PWY
PROTON,NA,GLUCONATE-5-DEHYDROGENASE-RXN,EC-1.1.1.69,GLUCONATE-5-DEHYDROGENASE-RXN,NA,NA,NA,NA,IDNCAT-PWY
3-Hydroxy-14-Methylpentadecanoyl-ACPs,NA,RXN-21702,EC-1.1.1.100,RXN-21702,NA,NA,NA,NA,PWY-8175
14-Methyl-3-Oxopentadecanoyl-ACPs,NA,RXN-21702,EC-1.1.1.100,RXN-21702,NA,NA,NA,NA,PWY-8175
"NADPH",NA,RXN-21702,EC-1.1.1.100,RXN-21702,NA,NA,NA,NA,PWY-8175
PROTON,NA,RXN-21702,EC-1.1.1.100,RXN-21702,NA,NA,NA,NA,PWY-8175
CO-A,NA,RXN-2006,NA,RXN-2006,NA,NA,NA,NA,PWY-6443 // PWY-481 // PWY-6458 // P281-PWY
CPD-514,NA,RXN-2006,NA,RXN-2006,NA,NA,NA,NA,PWY-6443 // PWY-481 // PWY-6458 // P281-PWY
BENZOYLCOA,NA,RXN-2006,NA,RXN-2006,NA,NA,NA,NA,PWY-6443 // PWY-481 // PWY-6458 // P281-PWY
ACETYL-COA,NA,RXN-2006,NA,RXN-2006,NA,NA,NA,NA,PWY-6443 // PWY-481 // PWY-6458 // P281-PWY
PchE,NA,RXN-19466,NA,RXN-19466,NA,NA,NA,NA,RXN-19470 // PWY-6408
CPD-12084,NA,RXN-19466,NA,RXN-19466,NA,NA,NA,NA,RXN-19470 // PWY-6408
Salicyl-PchE,NA,RXN-19466,NA,RXN-19466,NA,NA,NA,NA,RXN-19470 // PWY-6408
PROTON,NA,RXN-19466,NA,RXN-19466,NA,NA,NA,NA,RXN-19470 // PWY-6408
WATER,NA,ALLANTOINASE-RXN,EC-3.5.2.5,ALLANTOINASE-RXN,NA,NA,NA,NA,PWY-5698 // PWY-5697
S-ALLANTOIN,NA,ALLANTOINASE-RXN,EC-3.5.2.5,ALLANTOINASE-RXN,NA,NA,NA,NA,PWY-5698 // PWY-5697
PROTON,NA,ALLANTOINASE-RXN,EC-3.5.2.5,ALLANTOINASE-RXN,NA,NA,NA,NA,PWY-5698 // PWY-5697
ALLANTOATE,NA,ALLANTOINASE-RXN,EC-3.5.2.5,ALLANTOINASE-RXN,NA,NA,NA,NA,PWY-5698 // PWY-5697
D-form-FeS-Cluster-Scaffold-Proteins,NA,RXN-14381,NA,RXN-14381,NA,NA,NA,NA,PWY-7250
Persulfurated-L-cysteine-desulfurases,NA,RXN-14381,NA,RXN-14381,NA,NA,NA,NA,PWY-7250
S-CD-Apo-SP-Complex,NA,RXN-14381,NA,RXN-14381,NA,NA,NA,NA,PWY-7250
PROTON,NA,RXN-21723,EC-2.3.1.86,RXN-21723,NA,NA,NA,NA,PWYG-321
MALONYL-COA,NA,RXN-21723,EC-2.3.1.86,RXN-21723,NA,NA,NA,NA,PWYG-321
Icosanoyl-TYPE-I-FAS-ACPs,NA,RXN-21723,EC-2.3.1.86,RXN-21723,NA,NA,NA,NA,PWYG-321
3-oxo-docosanoyl-TYPE-I-FAS-ACPs,NA,RXN-21723,EC-2.3.1.86,RXN-21723,NA,NA,NA,NA,PWYG-321
CARBON-DIOXIDE,NA,RXN-21723,EC-2.3.1.86,RXN-21723,NA,NA,NA,NA,PWYG-321
CO-A,NA,RXN-21723,EC-2.3.1.86,RXN-21723,NA,NA,NA,NA,PWYG-321
CPD-288,NA,1.3.1.19-RXN,EC-1.3.1.19,1.3.1.19-RXN,NA,NA,NA,NA,PWY-5450
CATECHOL,NA,1.3.1.19-RXN,EC-1.3.1.19,1.3.1.19-RXN,NA,NA,NA,NA,PWY-5450
"NADH",NA,1.3.1.19-RXN,EC-1.3.1.19,1.3.1.19-RXN,NA,NA,NA,NA,PWY-5450
PROTON,NA,1.3.1.19-RXN,EC-1.3.1.19,1.3.1.19-RXN,NA,NA,NA,NA,PWY-5450
WATER,NA,LACTOSE6P-HYDROXY-RXN,EC-3.2.1.85,LACTOSE6P-HYDROXY-RXN,6-phospho-lactosidase,6-phospho-lactosidase,NA,NA,LACTOSECAT-PWY
CPD-15973,NA,LACTOSE6P-HYDROXY-RXN,EC-3.2.1.85,LACTOSE6P-HYDROXY-RXN,6-phospho-lactosidase,6-phospho-lactosidase,NA,NA,LACTOSECAT-PWY
D-galactopyranose-6-phosphate,NA,LACTOSE6P-HYDROXY-RXN,EC-3.2.1.85,LACTOSE6P-HYDROXY-RXN,6-phospho-lactosidase,6-phospho-lactosidase,NA,NA,LACTOSECAT-PWY
Glucopyranose,NA,LACTOSE6P-HYDROXY-RXN,EC-3.2.1.85,LACTOSE6P-HYDROXY-RXN,6-phospho-lactosidase,6-phospho-lactosidase,NA,NA,LACTOSECAT-PWY
MANNOSE-1P,NA,RXN4FS-12,EC-2.7.7.69,RXN4FS-12,NA,NA,NA,NA,PWY4FS-12
GDP-L-GALACTOSE,NA,RXN4FS-12,EC-2.7.7.69,RXN4FS-12,NA,NA,NA,NA,PWY4FS-12
GDP-MANNOSE,NA,RXN4FS-12,EC-2.7.7.69,RXN4FS-12,NA,NA,NA,NA,PWY4FS-12
CPDQT-4,NA,RXN4FS-12,EC-2.7.7.69,RXN4FS-12,NA,NA,NA,NA,PWY4FS-12
WATER,NA,RXN1G-4140,EC-6.2.1,RXN1G-4140,cis-methoxy-C59-meroacyl-[acp] synthetase,cis-methoxy-C59-meroacyl-[acp] synthetase,NA,NA,PWYG-321
ATP,NA,RXN1G-4140,EC-6.2.1,RXN1G-4140,cis-methoxy-C59-meroacyl-[acp] synthetase,cis-methoxy-C59-meroacyl-[acp] synthetase,NA,NA,PWYG-321
cis-19-CP-37-Mex-38-Me-C59-ACPs,NA,RXN1G-4140,EC-6.2.1,RXN1G-4140,cis-methoxy-C59-meroacyl-[acp] synthetase,cis-methoxy-C59-meroacyl-[acp] synthetase,NA,NA,PWYG-321
CPD1G-204,NA,RXN1G-4140,EC-6.2.1,RXN1G-4140,cis-methoxy-C59-meroacyl-[acp] synthetase,cis-methoxy-C59-meroacyl-[acp] synthetase,NA,NA,PWYG-321
PPI,NA,RXN1G-4140,EC-6.2.1,RXN1G-4140,cis-methoxy-C59-meroacyl-[acp] synthetase,cis-methoxy-C59-meroacyl-[acp] synthetase,NA,NA,PWYG-321
ACP,NA,RXN1G-4140,EC-6.2.1,RXN1G-4140,cis-methoxy-C59-meroacyl-[acp] synthetase,cis-methoxy-C59-meroacyl-[acp] synthetase,NA,NA,PWYG-321
WATER,NA,3.5.2.17-RXN,EC-3.5.2.17,3.5.2.17-RXN,NA,NA,NA,NA,PWY-5691 // PWY-7849 // PWY-7394
5-HYDROXYISOURATE,NA,3.5.2.17-RXN,EC-3.5.2.17,3.5.2.17-RXN,NA,NA,NA,NA,PWY-5691 // PWY-7849 // PWY-7394
CPD-5821,NA,3.5.2.17-RXN,EC-3.5.2.17,3.5.2.17-RXN,NA,NA,NA,NA,PWY-5691 // PWY-7849 // PWY-7394
PROTON,NA,3.5.2.17-RXN,EC-3.5.2.17,3.5.2.17-RXN,NA,NA,NA,NA,PWY-5691 // PWY-7849 // PWY-7394
L-IDONATE,NA,RXN0-7021,EC-1.1.1,RXN0-7021,L-idonate 2-dehydrogenase,L-idonate 2-dehydrogenase,NA,NA,KETOGLUCONMET-PWY // PWY-6704
CPD-13059,NA,RXN0-7021,EC-1.1.1,RXN0-7021,L-idonate 2-dehydrogenase,L-idonate 2-dehydrogenase,NA,NA,KETOGLUCONMET-PWY // PWY-6704
"NADPH",NA,RXN0-7021,EC-1.1.1,RXN0-7021,L-idonate 2-dehydrogenase,L-idonate 2-dehydrogenase,NA,NA,KETOGLUCONMET-PWY // PWY-6704
PROTON,NA,RXN0-7021,EC-1.1.1,RXN0-7021,L-idonate 2-dehydrogenase,L-idonate 2-dehydrogenase,NA,NA,KETOGLUCONMET-PWY // PWY-6704
CPD-290,NA,1.3.1.25-RXN,EC-1.3.1.25,1.3.1.25-RXN,NA,NA,NA,NA,PWY-2503
CATECHOL,NA,1.3.1.25-RXN,EC-1.3.1.25,1.3.1.25-RXN,NA,NA,NA,NA,PWY-2503
CARBON-DIOXIDE,NA,1.3.1.25-RXN,EC-1.3.1.25,1.3.1.25-RXN,NA,NA,NA,NA,PWY-2503
"NADH",NA,1.3.1.25-RXN,EC-1.3.1.25,1.3.1.25-RXN,NA,NA,NA,NA,PWY-2503
ATP,NA,GALACTOKIN-RXN,EC-2.7.1.6,GALACTOKIN-RXN,NA,NA,NA,NA,PWY-6317 // PWY-3821 // PWY-6527
ALPHA-D-GALACTOSE,NA,GALACTOKIN-RXN,EC-2.7.1.6,GALACTOKIN-RXN,NA,NA,NA,NA,PWY-6317 // PWY-3821 // PWY-6527
PROTON,NA,GALACTOKIN-RXN,EC-2.7.1.6,GALACTOKIN-RXN,NA,NA,NA,NA,PWY-6317 // PWY-3821 // PWY-6527
GALACTOSE-1P,NA,GALACTOKIN-RXN,EC-2.7.1.6,GALACTOKIN-RXN,NA,NA,NA,NA,PWY-6317 // PWY-3821 // PWY-6527
ADP,NA,GALACTOKIN-RXN,EC-2.7.1.6,GALACTOKIN-RXN,NA,NA,NA,NA,PWY-6317 // PWY-3821 // PWY-6527
WATER,NA,SORBITOL-6-PHOSPHATASE-RXN,EC-3.1.3.50,SORBITOL-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5054
D-SORBITOL-6-P,NA,SORBITOL-6-PHOSPHATASE-RXN,EC-3.1.3.50,SORBITOL-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5054
SORBITOL,NA,SORBITOL-6-PHOSPHATASE-RXN,EC-3.1.3.50,SORBITOL-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5054
Pi,NA,SORBITOL-6-PHOSPHATASE-RXN,EC-3.1.3.50,SORBITOL-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5054
PROPIONYL-COA,NA,RXN-21785,EC-2.3.1.16,RXN-21785,NA,NA,NA,NA,PWY-8181
Short-Chain-2-Me-Fatty-Acyl-CoA,NA,RXN-21785,EC-2.3.1.16,RXN-21785,NA,NA,NA,NA,PWY-8181
Short-Chain-2-Methyl-3-oxoacyl-CoAs,NA,RXN-21785,EC-2.3.1.16,RXN-21785,NA,NA,NA,NA,PWY-8181
CO-A,NA,RXN-21785,EC-2.3.1.16,RXN-21785,NA,NA,NA,NA,PWY-8181
WATER,NA,RXN-17150,EC-3.5.1.9,RXN-17150,NA,NA,NA,NA,PWY-7733 // PWY-7734
CPD-18539,NA,RXN-17150,EC-3.5.1.9,RXN-17150,NA,NA,NA,NA,PWY-7733 // PWY-7734
CPD-18532,NA,RXN-17150,EC-3.5.1.9,RXN-17150,NA,NA,NA,NA,PWY-7733 // PWY-7734
FORMATE,NA,RXN-17150,EC-3.5.1.9,RXN-17150,NA,NA,NA,NA,PWY-7733 // PWY-7734
PROTON,NA,RXN-17150,EC-3.5.1.9,RXN-17150,NA,NA,NA,NA,PWY-7733 // PWY-7734
CPD-23225,NA,RXN-21325,EC-2.4.1,RXN-21325,NA,NA,NA,NA,PWY-8133
CPD-12575,NA,RXN-21325,EC-2.4.1,RXN-21325,NA,NA,NA,NA,PWY-8133
CPD-23226,NA,RXN-21325,EC-2.4.1,RXN-21325,NA,NA,NA,NA,PWY-8133
UDP,NA,RXN-21325,EC-2.4.1,RXN-21325,NA,NA,NA,NA,PWY-8133
PROTON,NA,RXN-21325,EC-2.4.1,RXN-21325,NA,NA,NA,NA,PWY-8133
CPD-12122,NA,RXN-9366,EC-2.1.1.163,RXN-9366,NA,NA,NA,NA,PWY-5895
S-ADENOSYLMETHIONINE,NA,RXN-9366,EC-2.1.1.163,RXN-9366,NA,NA,NA,NA,PWY-5895
CPD-12130,NA,RXN-9366,EC-2.1.1.163,RXN-9366,NA,NA,NA,NA,PWY-5895
ADENOSYL-HOMO-CYS,NA,RXN-9366,EC-2.1.1.163,RXN-9366,NA,NA,NA,NA,PWY-5895
PROTON,NA,RXN-9366,EC-2.1.1.163,RXN-9366,NA,NA,NA,NA,PWY-5895
AGMATHINE,NA,AGMATIN-RXN,EC-3.5.3.11,AGMATIN-RXN,NA,NA,NA,NA,PWY-40 // PWY0-823
WATER,NA,AGMATIN-RXN,EC-3.5.3.11,AGMATIN-RXN,NA,NA,NA,NA,PWY-40 // PWY0-823
UREA,NA,AGMATIN-RXN,EC-3.5.3.11,AGMATIN-RXN,NA,NA,NA,NA,PWY-40 // PWY0-823
PUTRESCINE,NA,AGMATIN-RXN,EC-3.5.3.11,AGMATIN-RXN,NA,NA,NA,NA,PWY-40 // PWY0-823
"NAD-P-OR-NOP",NA,RXN66-318,EC-1.1.1.170,RXN66-318,NA,NA,NA,NA,PWY-8239 // PWY66-341 // PWY-6074
CPD-4702,NA,RXN66-318,EC-1.1.1.170,RXN66-318,NA,NA,NA,NA,PWY-8239 // PWY66-341 // PWY-6074
CPD-4581,NA,RXN66-318,EC-1.1.1.170,RXN66-318,NA,NA,NA,NA,PWY-8239 // PWY66-341 // PWY-6074
"NADH-P-OR-NOP",NA,RXN66-318,EC-1.1.1.170,RXN66-318,NA,NA,NA,NA,PWY-8239 // PWY66-341 // PWY-6074
CARBON-DIOXIDE,NA,RXN66-318,EC-1.1.1.170,RXN66-318,NA,NA,NA,NA,PWY-8239 // PWY66-341 // PWY-6074
ATP,NA,RXN-15000,EC-6.2.1,RXN-15000,NA,NA,NA,NA,PWY-7620
CO-A,NA,RXN-15000,EC-6.2.1,RXN-15000,NA,NA,NA,NA,PWY-7620
CPD-15898,NA,RXN-15000,EC-6.2.1,RXN-15000,NA,NA,NA,NA,PWY-7620
CPD-15896,NA,RXN-15000,EC-6.2.1,RXN-15000,NA,NA,NA,NA,PWY-7620
PPI,NA,RXN-15000,EC-6.2.1,RXN-15000,NA,NA,NA,NA,PWY-7620
CPD-13099,NA,RXN-12153,EC-4.3.2,RXN-12153,NA,NA,NA,NA,PWY-6720
CPD-13100,NA,RXN-12153,EC-4.3.2,RXN-12153,NA,NA,NA,NA,PWY-6720
FUM,NA,RXN-12153,EC-4.3.2,RXN-12153,NA,NA,NA,NA,PWY-6720
