,length,name
8960,402,group_5661
8961,89,group_15319
8962,38,group_15320
8963,109,group_15321
8964,95,group_15322
8965,169,group_15324
8966,205,group_15323
8967,989,ypjA_1
8968,109,group_15325
8969,298,group_15326
8970,271,group_15327
8971,65,group_15334
8972,284,group_15333
8973,128,group_5572
8974,65,group_5725
8975,157,group_1835
8976,120,group_6092
8977,309,group_15335
8978,1215,group_15339
8979,602,group_15340
8980,140,group_15336
8981,225,group_15337
8982,231,group_15338
8983,274,ulaA_1
8984,55,yiaT_2
8985,176,group_15344
8986,344,group_15345
8987,136,group_15346
8988,79,group_15352
8989,70,group_15355
8990,1004,group_15353
8991,541,group_15354
8992,40,group_15356
8993,146,group_15360
8994,44,group_15361
8995,139,group_15362
8996,72,sta1
8997,503,group_15365
8998,45,group_15369
8999,164,group_15367
9000,636,group_15366
9001,1539,group_15370
9002,598,hxuB
9003,72,sta3
9004,238,group_15373
9005,170,group_15377
9006,869,group_15376
9007,360,group_15372
9008,144,group_15371
9009,64,group_15374
9010,62,group_15375
9011,172,group_15378
9012,42,group_9390
9013,364,group_15379
9014,208,group_15383
9015,255,group_15382
9016,400,group_15381
9017,292,group_15380
9018,120,cexE
9019,428,group_15385
9020,239,group_15384
9021,65,group_15387
9022,265,group_15386
9023,348,group_15388
9024,210,group_5717
9025,212,group_15390
9026,107,group_15391
9027,191,group_8945
9028,319,group_8943
9029,280,group_15392
9030,57,group_15394
9031,287,group_15403
9032,168,group_15397
9033,265,group_15398
9034,64,group_15401
9035,245,arpA
9036,234,group_15400
9037,73,group_15402
9038,453,group_4929
9039,122,group_15405
9040,128,group_15404
9041,457,group_15406
9042,211,group_15407
9043,437,group_15408
9044,180,group_15410
9045,40,group_15409
9046,457,group_15411
9047,140,group_15413
9048,190,group_7056
9049,310,group_15414
9050,506,group_15415
9051,122,group_15417
9052,342,group_15418
9053,156,group_13470
9054,56,group_5738
9055,235,group_5739
9056,155,group_5740
9057,168,ssb_2
9058,55,group_5741
9059,131,group_15420
9060,65,group_15421
9061,89,group_1349
9062,165,group_934
9063,163,eutC_2
9064,78,group_15423
9065,107,group_15425
9066,126,group_15424
9067,181,group_15427
9068,99,group_15426
9069,143,group_15428
9070,140,group_4208
9071,98,group_8158
9072,83,group_2448
9073,100,group_7847
9074,198,group_15430
9075,49,group_15432
9076,319,group_15431
9077,100,group_15429
9078,62,group_15434
9079,237,group_15433
9080,59,group_15435
9081,199,group_15442
9082,54,group_15439
9083,219,group_15438
9084,373,group_15437
9085,332,group_15441
9086,203,group_15440
9087,420,group_15436
9088,232,ygfK_1
9089,86,group_15448
9090,183,group_7641
9091,58,group_6240
9092,407,group_5709
9093,213,group_5909
9094,226,group_5444
9095,70,group_5304
9096,64,group_5822
9097,66,group_5631
9098,64,group_5823
9099,102,group_7611
9100,73,group_4553
9101,804,group_1109
9102,274,dgoD_2
9103,126,group_15452
9104,358,group_15453
9105,182,group_15454
9106,191,group_11975
9107,77,group_11964
9108,300,group_11973
9109,193,bfpA
9110,133,group_15457
9111,552,group_15466
9112,402,group_15465
9113,164,group_15460
9114,534,group_15456
9115,352,group_15455
9116,331,group_15461
9117,249,pppA_2
9118,148,group_15463
9119,181,group_15458
9120,183,group_15459
9121,162,group_15464
9122,130,group_15462
9123,274,group_15468
9124,129,group_15469
9125,89,group_15470
9126,78,group_15467
9127,89,group_15475
9128,192,group_15479
9129,134,group_15478
9130,137,group_15480
9131,90,group_15481
9132,77,group_8959
9133,66,group_15482
9134,84,group_15483
9135,58,group_15484
9136,81,group_15485
9137,154,group_15486
9138,65,manZ_3
9139,125,group_5793
9140,438,group_14306
9141,210,group_15487
9142,181,nfaA
9143,73,group_15488
9144,163,group_12925
9145,198,group_12893
9146,44,group_15489
9147,108,group_15490
9148,110,group_15491
9149,60,group_15492
9150,195,group_15495
9151,63,group_15496
9152,62,group_5963
9153,286,group_15498
9154,440,group_15497
9155,435,group_15499
9156,262,group_11713
9157,268,group_11694
9158,358,group_11711
9159,169,group_11707
9160,64,group_11710
9161,68,group_11702
9162,84,group_11712
9163,100,group_11716
9164,102,group_15500
9165,94,group_452
9166,332,group_7395
9167,212,group_5931
9168,348,group_6947
9169,162,group_1229
9170,66,group_5633
9171,111,group_6782
9172,146,group_3160
9173,164,group_1028
9174,214,group_5866
9175,209,group_6028
9176,120,group_6093
9177,156,group_15501
9178,198,group_15502
9179,70,intA_1
9180,46,group_15503
9181,715,group_15504
9182,208,group_15505
9183,131,group_5419
9184,253,group_3101
9185,102,group_15506
9186,263,group_15507
9187,72,group_15508
9188,119,group_15509
9189,160,group_15510
9190,157,group_15511
9191,219,group_13028
9192,194,group_15512
9193,196,umuC_3
9194,153,group_15514
9195,140,group_4212
9196,159,group_1572
9197,100,group_7850
9198,140,group_15516
9199,86,group_1878
9200,151,group_15518
9201,313,group_15517
9202,43,group_15519
9203,75,group_4074
9204,420,group_15520
9205,411,group_15521
9206,412,codA_2
9207,153,lrp_2
9208,209,group_6030
9209,229,group_5334
9210,62,group_15522
9211,413,group_15525
9212,320,group_15524
9213,379,group_15523
9214,269,group_15526
9215,370,group_15527
9216,47,group_15528
9217,155,group_15529
9218,401,group_15530
9219,235,group_15531
9220,155,group_15533
9221,84,group_2263
9222,69,group_15534
9223,279,group_15535
9224,318,group_15536
9225,425,group_15537
9226,77,group_15538
9227,404,group_15539
9228,127,group_15540
9229,189,group_15541
9230,320,group_15542
9231,89,ycjY_2
9232,783,group_15543
9233,775,group_1232
9234,330,group_7445
9235,99,dadA_1
9236,62,group_5964
9237,31,group_15544
9238,117,group_15545
9239,100,group_15546
9240,245,group_3851
9241,73,group_4561
9242,86,group_15548
9243,208,group_15547
9244,548,group_15560
9245,382,group_15564
9246,361,group_15563
9247,121,group_15562
9248,390,group_15557
9249,192,group_15555
9250,135,group_15556
9251,662,group_15561
9252,500,group_15550
9253,401,group_15551
9254,188,group_15554
9255,184,group_15553
9256,224,group_15559
9257,199,group_15552
9258,223,group_8950
9259,135,group_15565
9260,243,group_15566
9261,142,group_3807
9262,300,ppaC
9263,107,pinQ
9264,126,group_15567
9265,86,group_15568
9266,94,group_454
9267,1039,group_512
9268,142,group_15569
9269,88,group_15570
9270,139,group_15571
9271,63,rop_3
9272,199,group_6443
9273,373,group_15575
9274,166,group_15576
9275,74,group_4270
9276,218,group_5701
9277,98,group_8163
9278,169,group_566
9279,70,group_5307
9280,158,group_1705
9281,188,group_7215
9282,78,group_3345
9283,299,group_345
9284,477,group_4213
9285,99,group_8026
9286,65,group_5727
9287,201,group_6312
9288,60,group_6091
9289,108,group_15621
9290,133,group_15604
9291,91,group_15653
9292,146,rrrD_2
9293,128,group_15623
9294,181,group_15614
9295,50,group_15600
9296,72,group_15589
9297,210,group_15588
9298,151,group_15609
9299,415,group_15629
9300,77,group_15648
9301,449,group_15578
9302,308,group_15598
9303,440,group_15599
9304,149,group_15645
9305,358,group_15630
9306,97,group_15601
9307,133,group_15605
9308,57,group_15597
9309,77,group_15649
9310,116,group_15640
9311,154,group_15602
9312,127,group_15611
9313,247,group_15579
9314,222,group_15596
9315,70,group_15625
9316,976,group_15580
9317,165,group_15606
9318,156,group_15633
9319,138,group_15618
9320,825,group_15650
9321,860,group_15583
9322,332,group_15655
9323,123,group_15638
9324,52,group_15657
9325,68,group_5471
9326,285,group_15658
9327,168,group_644
9328,76,group_3853
9329,74,group_4273
9330,101,group_7717
9331,61,group_9767
9332,133,group_9766
9333,129,group_15659
9334,119,group_15660
9335,494,group_15661
9336,131,group_15662
9337,323,group_8785
9338,47,group_8831
9339,1091,group_8805
9340,109,group_8828
9341,43,group_8823
9342,261,group_8809
9343,370,group_8787
9344,297,group_8807
9345,106,group_12099
9346,218,group_12008
9347,165,group_12003
9348,462,group_11999
9349,102,group_15666
9350,285,group_15663
9351,506,katE_1
9352,45,group_15667
9353,114,group_15668
9354,413,group_15669
9355,339,group_15670
9356,740,group_15671
9357,269,group_15672
9358,243,group_15673
9359,78,group_15675
9360,392,group_15674
9361,168,group_12114
9362,353,group_12110
9363,117,group_8583
9364,171,group_8577
9365,203,group_15676
9366,89,nrfD_1
9367,398,group_15677
9368,250,group_15678
9369,193,group_15679
9370,309,group_15680
9371,71,group_5177
9372,311,group_8176
9373,37,group_15681
9374,624,group_15682
9375,187,group_15683
9376,91,group_8586
9377,104,group_8575
9378,55,group_8566
9379,177,group_15702
9380,178,group_15697
9381,93,group_15688
9382,112,group_15723
9383,203,group_15691
9384,90,group_15726
9385,734,group_15690
9386,161,group_15718
9387,139,group_15708
9388,455,group_15711
9389,261,group_15703
9390,117,group_15727
9391,157,group_15710
9392,119,group_15716
9393,84,group_15725
9394,312,group_15719
9395,263,group_15685
9396,338,group_15714
9397,453,group_15715
9398,459,group_15709
9399,462,group_15692
9400,180,group_15713
9401,542,group_15729
9402,172,group_15724
9403,385,group_15700
9404,143,group_15696
9405,210,group_15698
9406,78,group_15728
9407,77,group_15717
9408,251,group_15720
9409,469,group_15687
9410,115,group_15712
9411,72,group_15704
9412,125,group_15707
9413,237,group_15705
9414,316,group_15693
9415,85,group_15701
9416,294,group_15684
9417,161,group_15721
9418,220,group_15706
9419,122,group_15686
9420,88,group_15694
9421,93,group_15689
9422,240,group_15722
9423,173,group_15699
9424,96,group_15695
9425,158,group_15730
9426,51,group_12002
9427,282,group_15731
9428,358,group_15733
9429,85,group_15734
9430,268,group_13608
9431,756,group_15735
9432,214,group_15736
9433,81,group_2793
9434,69,group_5402
9435,449,group_15737
9436,424,group_15738
9437,122,mbeC_3
9438,101,group_15739
9439,73,group_15751
9440,132,group_15765
9441,165,group_15759
9442,779,group_15758
9443,99,group_15787
9444,68,group_15781
9445,114,group_15756
9446,75,group_15755
9447,384,group_15760
9448,136,group_15775
9449,76,group_15773
9450,148,group_15774
9451,317,group_15741
9452,229,group_15777
9453,82,group_15743
9454,183,group_15789
9455,510,group_15764
9456,43,group_15782
9457,212,group_15770
9458,66,group_15742
9459,153,ybcN_1
9460,66,group_15744
9461,201,group_15757
9462,218,group_15754
9463,298,group_15795
9464,106,group_15780
9465,161,group_15785
9466,64,group_15790
9467,82,group_15745
9468,259,group_15783
9469,287,group_15767
9470,90,group_15791
9471,329,group_15771
9472,542,group_15794
9473,508,group_15746
9474,241,group_15793
9475,391,group_15768
9476,164,group_15753
9477,370,group_15740
9478,125,group_15776
9479,152,group_15784
9480,158,group_15778
9481,122,group_15796
9482,179,group_15769
9483,513,group_15747
9484,147,group_15748
9485,147,group_15749
9486,597,group_15750
9487,140,group_15766
9488,102,group_15792
9489,274,group_15752
9490,219,group_15761
9491,116,group_15763
9492,398,group_15786
9493,227,group_15762
9494,369,group_15788
9495,434,group_15772
9496,229,group_15779
9497,242,group_15797
9498,342,group_7110
9499,670,group_1900
9500,113,group_15799
9501,67,group_15801
9502,78,group_15800
9503,32,group_15798
9504,55,group_8556
9505,409,group_15802
9506,200,ynbA_2
9507,309,ynbB_2
9508,242,group_15806
9509,32,group_15804
9510,74,group_15808
9511,280,rhaR_4
9512,801,group_15809
9513,459,group_15810
9514,293,group_15811
9515,553,group_15813
9516,281,group_15812
9517,591,group_14304
9518,163,group_1124
9519,680,group_1818
9520,403,group_15817
9521,376,group_15816
9522,358,group_15815
9523,394,group_15818
9524,465,group_15814
9525,167,dapH_1
9526,142,group_15819
9527,407,bioF_2
9528,233,group_15820
9529,92,group_15821
9530,318,group_15822
9531,217,group_15823
9532,137,group_4695
9533,80,group_2988
9534,53,group_6594
9535,541,group_3108
9536,1029,group_532
9537,126,group_5710
9538,160,group_1472
9539,156,group_1939
9540,805,group_1100
9541,227,group_5411
9542,51,group_6742
9543,160,group_1473
9544,165,group_935
9545,121,group_6034
9546,179,group_8043
9547,110,group_6869
9548,70,group_5309
9549,139,group_4375
9550,53,group_6595
9551,94,group_457
9552,97,group_28
9553,258,group_2761
9554,437,group_5317
9555,74,group_15824
9556,318,group_15825
9557,384,cdaR_2
9558,112,group_15826
9559,528,group_3283
9560,165,group_936
9561,59,group_6170
9562,140,group_4220
9563,70,group_5311
9564,103,group_7475
9565,66,group_5637
9566,57,group_6307
9567,54,group_15828
9568,182,group_15827
9569,271,ydfT_1
9570,68,group_5472
9571,78,group_3350
9572,72,group_4870
9573,125,group_5798
9574,363,group_6517
9575,66,group_5639
9576,57,group_6306
9577,215,mbeA_1
9578,217,group_15830
9579,205,group_15829
9580,664,group_15840
9581,147,group_15833
9582,181,group_15858
9583,168,group_15834
9584,136,group_15850
9585,136,group_15851
9586,315,group_15843
9587,167,group_15832
9588,423,group_15845
9589,177,group_15841
9590,489,group_15842
9591,539,group_15831
9592,205,group_15852
9593,243,group_15846
9594,125,group_15847
9595,175,group_15862
9596,200,group_15863
9597,246,group_3748
9598,355,group_15866
9599,529,group_15865
9600,223,group_15864
9601,60,group_15870
9602,127,group_15875
9603,395,group_15868
9604,192,group_15873
9605,138,group_15872
9606,131,group_15869
9607,625,group_15867
9608,448,group_15871
9609,399,group_15874
9610,256,group_15876
9611,196,group_15883
9612,358,group_15915
9613,150,group_15886
9614,180,group_15905
9615,363,group_15888
9616,443,group_15890
9617,639,group_15910
9618,131,group_15882
9619,118,group_15911
9620,492,group_15885
9621,62,group_15907
9622,207,group_15916
9623,180,group_15906
9624,146,group_15902
9625,197,group_15903
9626,297,group_15895
9627,318,group_15879
9628,264,group_15891
9629,522,group_15877
9630,527,group_15900
9631,192,group_15894
9632,92,group_15917
9633,124,group_15881
9634,95,group_15898
9635,101,group_15893
9636,68,group_15912
9637,202,group_15880
9638,135,group_15908
9639,72,group_15899
9640,196,group_15884
9641,107,group_15901
9642,135,group_15909
9643,175,group_15896
9644,218,group_15887
9645,175,group_15897
9646,83,group_15914
9647,91,group_15878
9648,96,group_15892
9649,79,group_15904
9650,312,group_15913
9651,660,group_15889
9652,78,group_15919
9653,160,group_15920
9654,179,group_15921
9655,195,group_15922
9656,395,group_5919
9657,1921,group_73
9658,88,group_1532
9659,49,group_6884
9660,166,group_839
9661,406,group_5730
9662,490,group_3974
9663,442,group_5262
9664,305,group_15923
9665,32,group_14502
9666,726,group_14504
9667,66,group_15924
9668,281,group_15925
9669,330,group_7451
9670,91,group_1024
9671,50,group_6812
9672,609,group_2433
9673,347,group_6974
9674,653,ycf3
9675,1253,group_298
9676,141,group_15926
9677,504,group_15927
9678,251,group_15928
9679,56,group_15929
9680,107,group_15930
9681,101,group_15931
9682,105,ydcV_2
9683,77,group_15932
9684,352,group_15935
9685,665,group_15933
9686,37,group_15934
9687,83,group_15936
9688,114,group_6520
9689,109,group_15937
9690,197,group_15938
9691,275,group_15939
9692,345,group_15940
9693,188,group_9876
9694,65,group_9907
9695,65,group_9908
9696,66,group_9861
9697,211,group_9881
9698,151,group_2511
9699,196,group_15946
9700,106,group_15941
9701,434,group_15944
9702,382,group_15943
9703,198,group_15942
9704,743,group_15945
9705,365,group_15947
9706,275,group_1657
9707,239,group_4379
9708,370,group_6352
9709,352,group_6815
9710,85,group_15967
9711,455,group_15971
9712,311,group_15982
9713,458,group_15953
9714,335,ompG_2
9715,1049,group_15969
9716,414,group_15961
9717,430,yidJ_2
9718,266,group_15968
9719,388,aslB_1
9720,274,group_15957
9721,243,group_15970
9722,86,group_15976
9723,78,group_15950
9724,74,group_15978
9725,431,group_15965
9726,875,group_15954
9727,438,group_15958
9728,135,group_15973
9729,882,group_15964
9730,129,group_15951
9731,445,group_15952
9732,262,group_15979
9733,208,group_15948
9734,117,group_15981
9735,108,group_15960
9736,77,group_15977
9737,103,group_15972
9738,198,group_15959
9739,495,group_15949
9740,240,group_15975
9741,677,group_15962
9742,135,group_15974
9743,177,group_15966
9744,216,group_15963
9745,202,group_15956
9746,138,group_15993
9747,345,group_15991
9748,197,group_15992
9749,770,yejO
9750,460,hipA_2
9751,223,group_15984
9752,377,group_15989
9753,179,group_15987
9754,494,group_15988
9755,451,group_15994
9756,124,group_15990
9757,294,group_15985
9758,340,group_15995
9759,112,group_15996
9760,413,group_5615
9761,595,group_15997
9762,164,group_15998
9763,376,group_16000
9764,96,group_15999
9765,286,group_16001
9766,108,group_16002
9767,201,group_16003
9768,31,group_16004
9769,272,group_16005
9770,387,group_16006
9771,57,group_6308
9772,50,ydeS
9773,399,group_16007
9774,57,group_16008
9775,49,group_15918
9776,53,group_16009
9777,363,group_11986
9778,75,group_4084
9779,170,group_459
9780,73,ccmA_1
9781,646,ycf3_1
9782,376,group_16010
9783,358,group_16012
9784,349,group_16013
9785,385,group_16011
9786,275,group_16014
9787,468,group_16015
9788,110,group_16016
9789,62,group_16017
9790,131,group_8635
9791,62,group_8689
9792,309,group_16018
9793,57,group_16019
9794,184,group_12390
9795,251,group_3254
9796,243,group_4048
9797,88,group_1537
9798,77,group_11922
9799,592,group_11924
9800,227,group_16021
9801,77,group_15574
9802,97,group_16022
9803,192,group_9198
9804,140,group_9204
9805,693,group_16023
9806,66,group_16024
9807,164,group_16025
9808,299,group_13321
9809,199,group_16026
9810,297,group_16027
9811,251,group_16028
9812,163,group_16029
9813,414,cysH_1
9814,200,group_6351
9815,179,group_16031
9816,383,group_16030
9817,149,group_16032
9818,151,insF5_3
9819,227,group_16033
9820,261,group_16035
9821,126,group_16034
9822,182,group_7746
9823,347,group_6975
9824,190,group_16040
9825,37,group_16041
9826,57,group_16038
9827,339,group_16039
9828,59,group_16037
9829,366,group_16036
9830,66,group_16042
9831,311,group_16044
9832,189,group_16043
9833,797,group_1147
9834,91,group_1029
9835,44,group_7203
9836,453,group_4931
9837,309,group_8262
9838,182,group_7747
9839,211,mtgA_1
9840,271,group_1964
9841,258,group_16045
9842,365,yxeI
9843,76,group_16047
9844,48,group_16048
9845,294,rob_2
9846,276,group_16049
9847,249,group_16050
9848,38,group_16053
9849,160,group_16051
9850,117,group_16052
9851,365,group_16054
9852,192,group_16055
9853,135,group_5050
9854,169,group_573
9855,414,group_16056
9856,251,group_16057
9857,185,ompX_2
9858,870,fimD_3
9859,263,group_16061
9860,233,group_16063
9861,185,group_16062
9862,236,group_16058
9863,84,group_2274
9864,70,group_16065
9865,469,group_16066
9866,346,group_16068
9867,369,group_16067
9868,385,group_16069
9869,357,group_16071
9870,317,group_16070
9871,77,group_13511
9872,159,group_16072
9873,508,group_16073
9874,256,group_16074
9875,76,group_3858
9876,68,group_12199
9877,63,group_12183
9878,115,group_12175
9879,82,group_16075
9880,643,group_16076
9881,825,group_16145
9882,450,group_16140
9883,382,hdfR_1
9884,503,qacA
9885,190,group_16131
9886,510,cusC_1
9887,359,yhiI_1
9888,917,rbbA_1
9889,374,yhhJ_1
9890,150,group_16085
9891,248,group_16103
9892,393,yqeF_1
9893,799,group_16134
9894,468,group_16105
9895,573,group_16139
9896,604,phaC
9897,254,fabI_1
9898,254,yjhP
9899,607,group_16132
9900,308,group_16097
9901,252,group_16115
9902,119,group_16110
9903,507,group_16142
9904,115,group_16129
9905,464,group_16079
9906,313,group_16127
9907,135,group_16147
9908,333,group_16130
9909,244,group_16123
9910,959,group_16096
9911,144,group_16095
9912,473,group_16126
9913,300,group_16128
9914,228,group_16100
9915,132,group_16091
9916,119,group_16111
9917,77,group_16148
9918,126,group_16099
9919,339,group_16092
9920,249,group_16136
9921,720,group_16102
9922,183,group_16077
9923,196,group_16135
9924,239,group_16144
9925,220,group_16090
9926,191,group_16083
9927,247,group_16081
9928,759,group_16078
9929,103,group_16146
9930,101,group_16120
9931,369,group_16098
9932,216,group_16086
9933,86,group_16112
9934,132,group_16093
9935,219,group_16117
9936,275,group_16088
9937,306,group_16133
9938,121,group_16122
9939,265,group_16149
9940,615,group_16101
9941,275,group_16089
9942,240,group_16109
9943,219,group_16118
9944,153,group_16080
9945,130,group_16143
9946,70,group_16124
9947,520,group_16125
9948,670,group_16116
9949,259,group_16108
9950,132,group_16094
9951,181,group_16114
9952,261,group_16121
9953,227,group_16141
9954,205,group_16106
9955,475,group_16104
9956,394,group_16087
9957,186,group_16137
9958,561,group_16119
9959,86,group_16113
9960,286,group_16084
9961,79,group_16107
9962,247,group_16082
9963,870,group_16138
9964,197,group_16150
9965,84,group_16151
9966,102,group_7620
9967,68,group_5475
9968,317,group_7996
9969,600,atzF
9970,1204,carB_2
9971,232,group_16164
9972,423,amiC_2
9973,524,group_16165
9974,358,livM_2
9975,263,livG_2
9976,232,livF_2
9977,297,group_16166
9978,69,group_9072
9979,118,group_9088
9980,116,group_16167
9981,103,group_7480
9982,95,group_325
9983,162,group_16168
9984,49,group_16169
9985,62,group_16170
9986,159,group_16171
9987,291,group_16172
9988,71,group_5192
9989,73,group_4576
9990,320,group_7871
9991,34,group_7780
9992,82,group_16173
9993,73,group_16174
9994,363,group_16175
9995,415,group_16176
9996,218,group_16177
9997,476,group_16178
9998,154,group_16179
9999,590,group_16181
10000,395,group_5920
10001,80,group_2994
10002,77,group_3635
10003,177,group_16182
10004,73,group_4577
10005,657,group_1998
10006,79,group_16183
10007,145,group_16184
10008,187,group_16189
10009,66,group_16187
10010,182,group_16188
10011,140,group_16190
10012,172,group_302
10013,254,group_3039
10014,199,group_6449
10015,104,sfmH_2
10016,102,group_16191
10017,76,group_16192
10018,422,group_16193
10019,47,group_16194
10020,86,group_16180
10021,357,group_16195
10022,392,group_16196
10023,191,rspB_2
10024,51,group_16202
10025,454,group_16201
10026,277,group_16203
10027,221,group_5585
10028,484,group_16204
10029,84,group_2276
10030,197,group_6587
10031,144,group_16206
10032,317,group_16207
10033,747,group_1379
10034,411,group_16208
10035,509,group_16209
10036,545,groL_2
10037,130,groS_2
10038,300,yokD
10039,92,group_16212
10040,38,group_16210
10041,124,group_16211
10042,76,group_10287
10043,255,group_16213
10044,436,group_16214
10045,33,group_16215
10046,177,group_16216
10047,99,group_16217
10048,45,group_16218
10049,292,group_16219
10050,81,group_16221
10051,128,group_16220
10052,165,group_15279
10053,69,group_16229
10054,341,group_16224
10055,118,group_16234
10056,147,group_16226
10057,86,group_16235
10058,56,group_16225
10059,202,group_16236
10060,42,group_16227
10061,693,group_16230
10062,42,group_16228
10063,105,group_16239
10064,175,group_16232
10065,202,group_16237
10066,399,group_16222
10067,408,group_16233
10068,311,group_16223
10069,567,group_16231
10070,332,group_16238
10071,177,group_12627
10072,58,group_16241
10073,152,group_2435
10074,66,group_16242
10075,112,group_16243
10076,324,group_16244
10077,175,group_16245
10078,212,group_16247
10079,200,group_16246
10080,116,group_16249
10081,177,group_16250
10082,49,group_16248
10083,47,group_16251
10084,273,group_16253
10085,161,group_16254
10086,66,group_16255
10087,160,group_16259
10088,61,group_16256
10089,852,fimD_4
10090,251,group_16258
10091,300,group_16261
10092,200,group_16262
10093,251,group_16263
10094,74,group_16264
10095,198,group_16265
10096,414,group_16267
10097,285,group_16268
10098,47,group_16269
10099,83,group_16270
10100,126,group_16271
10101,243,group_16272
10102,472,group_4374
10103,338,group_7227
10104,32,group_16273
10105,173,group_16274
10106,344,glgM
10107,118,group_16275
10108,128,group_5579
10109,483,group_16276
10110,118,group_16277
10111,173,group_16279
10112,438,group_16282
10113,436,group_16284
10114,305,group_16280
10115,410,group_16285
10116,310,group_16283
10117,267,group_16281
10118,121,group_6035
10119,538,group_3145
10120,73,group_4586
10121,252,group_3186
10122,682,group_1803
10123,54,group_6518
10124,347,group_6976
10125,419,group_5528
10126,411,group_5648
10127,104,group_9776
10128,813,group_16286
10129,223,group_16287
10130,55,group_16288
10131,31,group_16289
10132,893,group_16290
10133,332,group_16293
10134,1087,group_16292
10135,168,group_16291
10136,907,group_16294
10137,88,group_13738
10138,152,group_16295
10139,308,group_16296
10140,385,group_16297
10141,338,group_16298
10142,99,group_16299
10143,395,group_5921
10144,861,group_16301
10145,321,group_16302
10146,493,group_3902
10147,285,group_16303
10148,488,group_4016
10149,319,group_16304
10150,139,group_16305
10151,40,group_16306
10152,96,group_16307
10153,233,group_16308
10154,917,group_16309
10155,165,group_16310
10156,77,group_10686
10157,329,group_7476
10158,373,group_6309
10159,105,group_16311
10160,63,group_16314
10161,187,group_16313
10162,166,group_16312
10163,645,group_16315
10164,242,group_10497
10165,273,group_10487
10166,116,group_10501
10167,50,group_10489
10168,146,group_16316
10169,364,group_10544
10170,130,group_10583
10171,122,group_10575
10172,747,group_10550
10173,112,group_10537
10174,326,group_16317
10175,47,group_16318
10176,227,group_16319
10177,301,group_16320
10178,421,group_16321
10179,341,group_16322
10180,132,group_16323
10181,71,group_16324
10182,101,group_16325
10183,575,group_16326
10184,244,group_16327
10185,155,yhcR
10186,171,group_16328
10187,87,group_16329
10188,77,group_16330
10189,215,group_16331
10190,116,group_16332
10191,99,group_16333
10192,81,group_16334
10193,180,group_16335
10194,177,group_16336
10195,45,group_16337
10196,99,group_16338
10197,90,group_16339
10198,234,group_16342
10199,75,group_16343
10200,32,group_16344
10201,46,group_16348
10202,83,group_16349
10203,68,group_16350
10204,233,group_16351
10205,274,bla_1
10206,249,group_16352
10207,32,group_16353
10208,30,group_15050
10209,45,group_15060
10210,93,group_656
10211,129,group_5523
10212,106,group_7210
10213,130,group_5473
10214,111,group_16358
10215,397,group_16357
10216,80,group_16363
10217,110,group_16362
10218,210,group_16356
10219,60,group_16364
10220,70,group_9168
10221,584,group_9159
10222,246,group_9163
10223,323,group_16365
10224,85,group_16366
10225,137,group_16367
10226,38,group_8644
10227,114,group_6522
10228,69,group_9719
10229,194,group_16368
10230,634,group_16369
10231,1027,group_9150
10232,634,group_9145
10233,988,group_9602
10234,269,group_9604
10235,479,group_16370
10236,67,insA6_3
10237,98,group_8921
10238,105,group_8922
10239,191,group_16372
10240,54,group_16373
10241,97,group_16374
10242,115,group_16375
10243,910,group_16376
10244,236,group_16377
10245,288,gph_1
10246,210,group_16378
10247,160,cbeA_2
10248,94,group_475
10249,314,group_16379
10250,186,group_8536
10251,115,group_8497
10252,92,group_8498
10253,84,group_8496
10254,47,group_16380
10255,330,group_7450
10256,201,group_12513
10257,49,group_12514
10258,82,group_16381
10259,133,group_16387
10260,112,group_16389
10261,109,group_16397
10262,337,group_16394
10263,407,group_16395
10264,265,ptlF
10265,248,group_16391
10266,222,group_16398
10267,809,group_16399
10268,107,group_16402
10269,55,group_16400
10270,94,group_16403
10271,56,group_16406
10272,150,group_16407
10273,96,atoE_1
10274,35,group_7725
10275,103,group_7482
10276,66,group_16408
10277,295,dinB
10278,332,group_7396
10279,162,group_16405
10280,108,group_7048
10281,86,group_16409
10282,274,group_16410
10283,48,group_16411
10284,191,group_16412
10285,58,group_16413
10286,311,prmB
10287,54,group_16414
10288,191,group_6995
10289,37,group_7603
10290,105,group_7283
10291,188,group_16415
10292,77,group_3643
10293,156,group_16417
10294,88,group_16418
10295,51,group_16416
10296,177,group_15853
10297,140,group_15856
10298,400,group_15835
10299,164,group_15837
10300,313,group_15855
10301,93,group_15844
10302,139,group_15854
10303,168,group_15839
10304,180,group_15859
10305,638,group_15861
10306,111,group_16420
10307,105,group_16419
10308,257,group_16423
10309,293,group_16421
10310,56,group_16424
10311,803,group_16422
10312,343,group_16425
10313,183,group_14363
10314,399,group_14360
10315,74,sseA_2
10316,517,group_3431
10317,378,group_11052
10318,392,group_11034
10319,449,group_11010
10320,504,group_11054
10321,185,group_11017
10322,85,wcaJ_1
10323,80,group_16426
10324,93,group_16427
10325,512,group_16428
10326,347,group_16429
10327,177,aadB
10328,70,ybaK_2
10329,178,yeeO_1
10330,521,group_15393
10331,96,group_16431
10332,414,group_16432
10333,421,puuE_2
10334,497,ydcR_2
10335,311,gltR
10336,253,pxpA_2
10337,81,accB_1
10338,205,group_16434
10339,478,group_16433
10340,353,group_16435
10341,142,group_16437
10342,243,group_16436
10343,135,group_9026
10344,77,group_16438
10345,232,pezT
10346,208,group_16439
10347,150,group_16440
10348,78,group_16441
10349,834,group_16442
10350,48,group_16443
10351,329,group_16447
