# gapseq version: 1.2 9b30141
# Transporter sequence DB md5sum: b99a77e (2022-05-13)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q9Y2C5|2.A.1.14.24	2.A.1.14.24	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9Y2C5|2.A.1.14.24	27.764	2.25e-21	95.5	77	NZ_WIDO01000005.1 Escherichia coli OP50 NODE_5_length_149741_cov_78.377171, whole genome shotgun sequence	144213	145391	transporter
gnl|TC-DB|F2YPN7|2.A.1.14.26	2.A.1.14.26	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|F2YPN7|2.A.1.14.26	26.150	4.57e-19	88.6	80	NZ_WIDO01000005.1 Escherichia coli OP50 NODE_5_length_149741_cov_78.377171, whole genome shotgun sequence	144114	145304	transporter
gnl|TC-DB|Q14916|2.A.1.14.27	2.A.1.14.27	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q14916|2.A.1.14.27	24.088	1.16e-13	70.9	85	NZ_WIDO01000010.1 Escherichia coli OP50 NODE_10_length_121243_cov_79.198165, whole genome shotgun sequence	97635	98792	transporter
gnl|TC-DB|Q14916|2.A.1.14.27	2.A.1.14.27	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q14916|2.A.1.14.27	24.088	1.16e-13	70.9	85	NZ_WIDO01000010.1 Escherichia coli OP50 NODE_10_length_121243_cov_79.198165, whole genome shotgun sequence	97635	98792	transporter
gnl|TC-DB|Q9V7S5|2.A.1.14.34	2.A.1.14.34	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q9V7S5|2.A.1.14.34	23.596	1.60e-24	105	80	NZ_WIDO01000005.1 Escherichia coli OP50 NODE_5_length_149741_cov_78.377171, whole genome shotgun sequence	144069	145274	transporter
gnl|TC-DB|Q9BYW1|2.A.1.1.44	2.A.1.1.44	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9BYW1|2.A.1.1.44	25.974	7.23e-22	97.1	77	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	37971	36847	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.40	D-glucarate	EX_cpd00609_e0	rxn05572,rxn08613	gnl|TC-DB|C4ZZU4|2.A.1.14.40	57.604	5.57e-174	538	96	NZ_WIDO01000005.1 Escherichia coli OP50 NODE_5_length_149741_cov_78.377171, whole genome shotgun sequence	144078	145379	transporter
gnl|TC-DB|P94774|2.A.1.14.41	2.A.1.14.41	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|P94774|2.A.1.14.41	83.891	1.07e-180	552	95	NZ_WIDO01000010.1 Escherichia coli OP50 NODE_10_length_121243_cov_79.198165, whole genome shotgun sequence	97515	98501	transporter
gnl|TC-DB|P94774|2.A.1.14.41	2.A.1.14.41	glucuronate	EX_cpd00164_e0	rxn05574,rxn08622	gnl|TC-DB|P94774|2.A.1.14.41	83.891	1.07e-180	552	95	NZ_WIDO01000010.1 Escherichia coli OP50 NODE_10_length_121243_cov_79.198165, whole genome shotgun sequence	97515	98501	transporter
gnl|TC-DB|Q8GX78|2.A.1.14.45	2.A.1.14.45	Ascorbate	EX_cpd00059_e0	rxn13811	gnl|TC-DB|Q8GX78|2.A.1.14.45	29.176	5.39e-39	150	76	NZ_WIDO01000013.1 Escherichia coli OP50 NODE_13_length_113042_cov_77.040048, whole genome shotgun sequence	70096	71340	transporter
gnl|TC-DB|Q8L6Z8|2.A.1.1.45	2.A.1.1.45	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8L6Z8|2.A.1.1.45	28.504	3.64e-47	174	83	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38067	36850	transporter
gnl|TC-DB|Q9JIF3|2.A.1.1.46	2.A.1.1.46	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9JIF3|2.A.1.1.46	31.723	5.70e-48	175	97	NZ_WIDO01000029.1 Escherichia coli OP50 NODE_29_length_60006_cov_74.722373, whole genome shotgun sequence	53963	52605	transporter
gnl|TC-DB|Q5ERC7|2.A.1.1.47	2.A.1.1.47	Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q5ERC7|2.A.1.1.47	26.282	1.68e-27	115	89	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38157	36838	transporter
gnl|TC-DB|P0AA76|2.A.1.14.7	2.A.1.14.7	D-galactonate	EX_cpd00653_e0	rxn08578,rxn10160	gnl|TC-DB|P0AA76|2.A.1.14.7	99.767	0.0	832	100	NZ_WIDO01000013.1 Escherichia coli OP50 NODE_13_length_113042_cov_77.040048, whole genome shotgun sequence	70060	71349	transporter
gnl|TC-DB|Q94AZ2|2.A.1.1.50	2.A.1.1.50	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q94AZ2|2.A.1.1.50	29.550	5.23e-43	162	88	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38151	36847	transporter
gnl|TC-DB|Q94AZ2|2.A.1.1.50	2.A.1.1.50	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q94AZ2|2.A.1.1.50	29.550	5.23e-43	162	88	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38151	36847	transporter
gnl|TC-DB|Q2MEV7|2.A.1.1.51	2.A.1.1.51	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q2MEV7|2.A.1.1.51	30.720	4.17e-47	174	89	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38193	36859	transporter
gnl|TC-DB|Q2MEV7|2.A.1.1.51	2.A.1.1.51	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q2MEV7|2.A.1.1.51	30.720	4.17e-47	174	89	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38193	36859	transporter
gnl|TC-DB|P76198|2.A.1.15.13	2.A.1.15.1	4-hydroxybenzoate	EX_cpd00136_e0	rxn12433,rxn12549,rxn12680,rxn29120	gnl|TC-DB|P76198|2.A.1.15.13	99.762	0.0	771	100	NZ_WIDO01000002.1 Escherichia coli OP50 NODE_2_length_171334_cov_60.806509, whole genome shotgun sequence	107413	106151	transporter
gnl|TC-DB|P76198|2.A.1.15.13	2.A.1.15.1	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|P76198|2.A.1.15.13	99.762	0.0	771	100	NZ_WIDO01000002.1 Escherichia coli OP50 NODE_2_length_171334_cov_60.806509, whole genome shotgun sequence	107413	106151	transporter
gnl|TC-DB|P76198|2.A.1.15.13	2.A.1.15.1	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|P76198|2.A.1.15.13	99.762	0.0	771	100	NZ_WIDO01000002.1 Escherichia coli OP50 NODE_2_length_171334_cov_60.806509, whole genome shotgun sequence	107413	106151	transporter
gnl|TC-DB|P76198|2.A.1.15.13	2.A.1.15.1	spermidine	EX_cpd00264_e0	rxn05652,rxn09660,rxn29135,rxn34532,rxn34533,rxn11262	gnl|TC-DB|P76198|2.A.1.15.13	99.762	0.0	771	100	NZ_WIDO01000002.1 Escherichia coli OP50 NODE_2_length_171334_cov_60.806509, whole genome shotgun sequence	107413	106151	transporter
gnl|TC-DB|Q88I34|2.A.1.15.16	2.A.1.15.16	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q88I34|2.A.1.15.16	40.286	1.83e-62	216	83	NZ_WIDO01000041.1 Escherichia coli OP50 NODE_41_length_39602_cov_61.336694, whole genome shotgun sequence	24244	25293	transporter
gnl|TC-DB|Q26579|2.A.1.1.52	2.A.1.1.52	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q26579|2.A.1.1.52	25.485	1.35e-28	118	77	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38013	36841	transporter
gnl|TC-DB|P77589|2.A.1.15.2	2.A.1.15.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P77589|2.A.1.15.2	100.000	0.0	622	97	NZ_WIDO01000018.1 Escherichia coli OP50 NODE_18_length_89955_cov_85.972481, whole genome shotgun sequence	84419	85591	transporter
gnl|TC-DB|P77589|2.A.1.15.2	2.A.1.15.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P77589|2.A.1.15.2	100.000	0.0	622	97	NZ_WIDO01000018.1 Escherichia coli OP50 NODE_18_length_89955_cov_85.972481, whole genome shotgun sequence	84419	85591	transporter
gnl|TC-DB|Q8NTX0|2.A.1.1.53	2.A.1.1.53	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8NTX0|2.A.1.1.53	32.790	3.15e-47	173	99	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38223	36817	transporter
gnl|TC-DB|Q8NTX0|2.A.1.1.53	2.A.1.1.53	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q8NTX0|2.A.1.1.53	32.790	3.15e-47	173	99	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38223	36817	transporter
gnl|TC-DB|Q8NL90|2.A.1.1.54	2.A.1.1.54	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q8NL90|2.A.1.1.54	29.659	1.11e-48	178	92	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28438	27062	transporter
gnl|TC-DB|P96710|2.A.1.1.55	2.A.1.1.55	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P96710|2.A.1.1.55	39.241	2.26e-70	240	80	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28234	27062	transporter
gnl|TC-DB|P96710|2.A.1.1.55	2.A.1.1.55	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|P96710|2.A.1.1.55	39.241	2.26e-70	240	80	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28234	27062	transporter
gnl|TC-DB|O30513|2.A.1.15.5	2.A.1.15.5	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|O30513|2.A.1.15.5	29.481	1.83e-38	147	90	NZ_WIDO01000018.1 Escherichia coli OP50 NODE_18_length_89955_cov_85.972481, whole genome shotgun sequence	84431	85579	transporter
gnl|TC-DB|Q9SFG0|2.A.1.1.56	2.A.1.1.56	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q9SFG0|2.A.1.1.56	30.223	4.71e-43	161	95	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38157	36814	transporter
gnl|TC-DB|Q9SFG0|2.A.1.1.56	2.A.1.1.56	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q9SFG0|2.A.1.1.56	30.223	4.71e-43	161	95	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38157	36814	transporter
gnl|TC-DB|Q9SFG0|2.A.1.1.56	2.A.1.1.56	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9SFG0|2.A.1.1.56	30.223	4.71e-43	161	95	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38157	36814	transporter
gnl|TC-DB|Q9SFG0|2.A.1.1.56	2.A.1.1.56	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q9SFG0|2.A.1.1.56	30.223	4.71e-43	161	95	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38157	36814	transporter
gnl|TC-DB|Q9SFG0|2.A.1.1.56	2.A.1.1.56	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q9SFG0|2.A.1.1.56	30.223	4.71e-43	161	95	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38157	36814	transporter
gnl|TC-DB|Q6FBB3|2.A.1.15.7	2.A.1.15.7	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q6FBB3|2.A.1.15.7	31.818	6.14e-47	171	92	NZ_WIDO01000018.1 Escherichia coli OP50 NODE_18_length_89955_cov_85.972481, whole genome shotgun sequence	84440	85585	transporter
gnl|TC-DB|Q8J0U9|2.A.1.1.58	2.A.1.1.58	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8J0U9|2.A.1.1.58	26.767	6.82e-36	141	75	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28531	27215	transporter
gnl|TC-DB|A0QZX3|2.A.1.1.65	2.A.1.1.6	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|A0QZX3|2.A.1.1.65	38.248	9.66e-63	219	87	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28396	27062	transporter
gnl|TC-DB|A0QZX3|2.A.1.1.65	2.A.1.1.6	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A0QZX3|2.A.1.1.65	38.248	9.66e-63	219	87	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28396	27062	transporter
gnl|TC-DB|A0QZX3|2.A.1.1.65	2.A.1.1.6	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|A0QZX3|2.A.1.1.65	38.248	9.66e-63	219	87	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28396	27062	transporter
gnl|TC-DB|A0QZX3|2.A.1.1.65	2.A.1.1.6	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|A0QZX3|2.A.1.1.65	38.248	9.66e-63	219	87	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28396	27062	transporter
gnl|TC-DB|B1PM37|2.A.1.1.64	2.A.1.1.64	Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|B1PM37|2.A.1.1.64	29.853	3.21e-42	162	84	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38202	36700	transporter
gnl|TC-DB|A0QZX3|2.A.1.1.65	2.A.1.1.65	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A0QZX3|2.A.1.1.65	38.248	9.66e-63	219	87	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28396	27062	transporter
gnl|TC-DB|Q8VZR6|2.A.1.1.66	2.A.1.1.66	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q8VZR6|2.A.1.1.66	36.819	5.82e-54	194	90	NZ_WIDO01000029.1 Escherichia coli OP50 NODE_29_length_60006_cov_74.722373, whole genome shotgun sequence	53921	52599	transporter
gnl|TC-DB|Q2MDH1|2.A.1.1.67	2.A.1.1.67	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q2MDH1|2.A.1.1.67	26.887	1.93e-32	130	76	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38037	36844	transporter
gnl|TC-DB|Q2MDH1|2.A.1.1.67	2.A.1.1.67	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q2MDH1|2.A.1.1.67	26.887	1.93e-32	130	76	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38037	36844	transporter
gnl|TC-DB|A3M0N3|2.A.1.1.68	2.A.1.1.68	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A3M0N3|2.A.1.1.68	31.683	5.34e-33	132	76	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38016	36859	transporter
gnl|TC-DB|A1Z264|2.A.1.1.69	2.A.1.1.69	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A1Z264|2.A.1.1.69	30.455	1.54e-50	185	79	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38145	36862	transporter
gnl|TC-DB|P17583|2.A.1.17.1	2.A.1.17.1	cyanate	EX_cpd01015_e0	rxn08278,rxn10132	gnl|TC-DB|P17583|2.A.1.17.1	100.000	0.0	569	100	NZ_WIDO01000018.1 Escherichia coli OP50 NODE_18_length_89955_cov_85.972481, whole genome shotgun sequence	69116	70267	transporter
gnl|TC-DB|Q9NRM0|2.A.1.1.72	2.A.1.1.72	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9NRM0|2.A.1.1.72	27.350	6.88e-28	116	86	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38148	36838	transporter
gnl|TC-DB|Q04FN1|2.A.1.17.2	2.A.1.17.2	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q04FN1|2.A.1.17.2	29.396	8.08e-27	110	90	NZ_WIDO01000002.1 Escherichia coli OP50 NODE_2_length_171334_cov_60.806509, whole genome shotgun sequence	4235	3186	transporter
gnl|TC-DB|Q5A8J5|2.A.1.1.73	2.A.1.1.73	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q5A8J5|2.A.1.1.73	29.854	5.78e-45	168	85	NZ_WIDO01000029.1 Escherichia coli OP50 NODE_29_length_60006_cov_74.722373, whole genome shotgun sequence	53960	52602	transporter
gnl|TC-DB|Q9XIH7|2.A.1.1.75	2.A.1.1.75	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q9XIH7|2.A.1.1.75	29.436	8.26e-54	193	94	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38214	36862	transporter
gnl|TC-DB|Q9XIH7|2.A.1.1.75	2.A.1.1.75	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q9XIH7|2.A.1.1.75	29.436	8.26e-54	193	94	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38214	36862	transporter
gnl|TC-DB|Q1XF07|2.A.1.1.79	2.A.1.1.79	xylitol	EX_cpd00306_e0	rxn12532	gnl|TC-DB|Q1XF07|2.A.1.1.79	28.875	9.03e-52	187	91	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38199	36862	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.8	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q0SE66|2.A.1.1.81	38.571	5.01e-78	263	95	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28468	27068	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.8	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q0SE66|2.A.1.1.81	38.571	5.01e-78	263	95	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28468	27068	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.8	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|Q0SE66|2.A.1.1.81	38.571	5.01e-78	263	95	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28468	27068	transporter
gnl|TC-DB|P14672|2.A.1.1.80	2.A.1.1.80	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P14672|2.A.1.1.80	27.869	6.10e-31	125	94	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38199	36829	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.81	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q0SE66|2.A.1.1.81	38.571	5.01e-78	263	95	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28468	27068	transporter
gnl|TC-DB|Q93K64|2.A.118.1.1	2.A.118.1.1	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|Q93K64|2.A.118.1.1	26.988	1.59e-37	144	82	NZ_WIDO01000023.1 Escherichia coli OP50 NODE_23_length_74157_cov_78.707835, whole genome shotgun sequence	27549	28703	transporter
gnl|TC-DB|F8G8A9|2.A.118.1.5	2.A.118.1.5	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|F8G8A9|2.A.118.1.5	26.613	3.42e-34	134	94	NZ_WIDO01000023.1 Escherichia coli OP50 NODE_23_length_74157_cov_78.707835, whole genome shotgun sequence	27279	28703	transporter
gnl|TC-DB|F8G8A9|2.A.118.1.5	2.A.118.1.5	ornithine	EX_cpd00064_e0	rxn05628,rxn09731,rxn29084,rxn29085	gnl|TC-DB|F8G8A9|2.A.118.1.5	26.613	3.42e-34	134	94	NZ_WIDO01000023.1 Escherichia coli OP50 NODE_23_length_74157_cov_78.707835, whole genome shotgun sequence	27279	28703	transporter
gnl|TC-DB|L0SAV1|2.A.118.1.6	2.A.118.1.6	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|L0SAV1|2.A.118.1.6	31.707	2.72e-42	159	79	NZ_WIDO01000023.1 Escherichia coli OP50 NODE_23_length_74157_cov_78.707835, whole genome shotgun sequence	27588	28703	transporter
gnl|TC-DB|L0SAV1|2.A.118.1.6	2.A.118.1.6	ornithine	EX_cpd00064_e0	rxn05628,rxn09731,rxn29084,rxn29085	gnl|TC-DB|L0SAV1|2.A.118.1.6	31.707	2.72e-42	159	79	NZ_WIDO01000023.1 Escherichia coli OP50 NODE_23_length_74157_cov_78.707835, whole genome shotgun sequence	27588	28703	transporter
gnl|TC-DB|Q38YQ0|2.A.118.1.7	2.A.118.1.7	ornithine	EX_cpd00064_e0	rxn05628,rxn09731,rxn29084,rxn29085	gnl|TC-DB|Q38YQ0|2.A.118.1.7	29.703	4.05e-55	197	95	NZ_WIDO01000023.1 Escherichia coli OP50 NODE_23_length_74157_cov_78.707835, whole genome shotgun sequence	27267	28703	transporter
gnl|TC-DB|Q7SD12|2.A.1.1.83	2.A.1.1.83	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q7SD12|2.A.1.1.83	25.059	7.04e-21	94.4	77	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38007	36826	transporter
gnl|TC-DB|A8KB28|2.A.1.1.85	2.A.1.1.85	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A8KB28|2.A.1.1.85	28.753	1.03e-51	187	90	NZ_WIDO01000029.1 Escherichia coli OP50 NODE_29_length_60006_cov_74.722373, whole genome shotgun sequence	53870	52593	transporter
gnl|TC-DB|H9BPB6|2.A.1.1.86	2.A.1.1.86	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|H9BPB6|2.A.1.1.86	29.684	9.93e-39	148	80	NZ_WIDO01000029.1 Escherichia coli OP50 NODE_29_length_60006_cov_74.722373, whole genome shotgun sequence	53723	52536	transporter
gnl|TC-DB|Q9UGQ3|2.A.1.1.88	2.A.1.1.88	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9UGQ3|2.A.1.1.88	28.454	1.91e-45	169	94	NZ_WIDO01000008.1 Escherichia coli OP50 NODE_8_length_128400_cov_74.965254, whole genome shotgun sequence	38199	36838	transporter
gnl|TC-DB|Q9NY64|2.A.1.1.89	2.A.1.1.89	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9NY64|2.A.1.1.89	34.015	8.91e-53	189	79	NZ_WIDO01000029.1 Escherichia coli OP50 NODE_29_length_60006_cov_74.722373, whole genome shotgun sequence	53723	52605	transporter
gnl|TC-DB|Q8TDB8|2.A.1.1.90	2.A.1.1.90	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8TDB8|2.A.1.1.90	30.208	1.36e-38	148	86	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28444	27062	transporter
gnl|TC-DB|P11169|2.A.1.1.91	2.A.1.1.91	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P11169|2.A.1.1.91	29.878	8.51e-39	148	92	NZ_WIDO01000047.1 Escherichia coli OP50 NODE_47_length_32630_cov_87.780820, whole genome shotgun sequence	28471	27062	transporter
