Genome,Fraction,length
NT12229,Metab_model_size,1385172
NT12229,Genome_diff,3728148
NT12230_338,Metab_model_size,3096210
NT12230_338,Genome_diff,2026947
NT12231,Metab_model_size,3067876
NT12231,Genome_diff,1969582
NT12232_339,Metab_model_size,3067032
NT12232_339,Genome_diff,1953928
NT12233_340,Metab_model_size,3050199
NT12233_340,Genome_diff,1972546
NT12234,Metab_model_size,3078537
NT12234,Genome_diff,1942946
NT12235,Metab_model_size,3106867
NT12235,Genome_diff,2420291
NT12236,Metab_model_size,3109547
NT12236,Genome_diff,1881355
NT12237,Metab_model_size,3100281
NT12237,Genome_diff,1827756
NT12238,Metab_model_size,3075006
NT12238,Genome_diff,2001869
NT12239,Metab_model_size,3141297
NT12239,Genome_diff,1580630
NT12240,Metab_model_size,3098338
NT12240,Genome_diff,1817062
NT12241,Metab_model_size,2977372
NT12241,Genome_diff,1837142
NT12242,Metab_model_size,3111542
NT12242,Genome_diff,2039085
NT12243,Metab_model_size,3098704
NT12243,Genome_diff,2379465
NT12244,Metab_model_size,2990910
NT12244,Genome_diff,2306001
NT12245,Metab_model_size,2916501
NT12245,Genome_diff,2432836
NT12246,Metab_model_size,3092769
NT12246,Genome_diff,1928624
NT12247,Metab_model_size,3089067
NT12247,Genome_diff,1938788
NT12248,Metab_model_size,3101948
NT12248,Genome_diff,1945447
NT12249,Metab_model_size,3016771
NT12249,Genome_diff,2002886
NT12250,Metab_model_size,3016027
NT12250,Genome_diff,1971476
NT12251,Metab_model_size,3035841
NT12251,Genome_diff,2018926
NT12252,Metab_model_size,3035841
NT12252,Genome_diff,2006323
NT12253,Metab_model_size,3035541
NT12253,Genome_diff,2010345
NT12254,Metab_model_size,3105380
NT12254,Genome_diff,2003457
NT12255,Metab_model_size,3102352
NT12255,Genome_diff,2024346
NT12256,Metab_model_size,2998611
NT12256,Genome_diff,2852862
NT12257_761,Metab_model_size,3013261
NT12257_761,Genome_diff,1977179
NT12258,Metab_model_size,3102371
NT12258,Genome_diff,1827598
NT12259,Metab_model_size,3114899
NT12259,Genome_diff,1558593
NT12260,Metab_model_size,3035841
NT12260,Genome_diff,2015888
NT12261,Metab_model_size,3042637
NT12261,Genome_diff,2003200
NT12262_762,Metab_model_size,3042604
NT12262_762,Genome_diff,2044785
NT12263,Metab_model_size,3010776
NT12263,Genome_diff,1885247
NT12264,Metab_model_size,3007583
NT12264,Genome_diff,1900333
NT12265,Metab_model_size,3007583
NT12265,Genome_diff,1901101
NT12266,Metab_model_size,3007583
NT12266,Genome_diff,1901565
NT12267,Metab_model_size,3097913
NT12267,Genome_diff,1988163
NT12268,Metab_model_size,3056721
NT12268,Genome_diff,1435270
NT12269,Metab_model_size,3034395
NT12269,Genome_diff,2116548
NT12270,Metab_model_size,3032138
NT12270,Genome_diff,2115048
NT12271,Metab_model_size,3123307
NT12271,Genome_diff,1793112
NT12272,Metab_model_size,3041599
NT12272,Genome_diff,2064317
NT12273,Metab_model_size,3042618
NT12273,Genome_diff,2061128
NT12274,Metab_model_size,3082483
NT12274,Genome_diff,2021458
NT12275,Metab_model_size,3096292
NT12275,Genome_diff,1530550
NT12276,Metab_model_size,3104382
NT12276,Genome_diff,2098708
NT12277,Metab_model_size,2900930
NT12277,Genome_diff,2108152
NT12278,Metab_model_size,3074573
NT12278,Genome_diff,1913839
NT12279,Metab_model_size,3086108
NT12279,Genome_diff,1947438
NT12280,Metab_model_size,3088661
NT12280,Genome_diff,1969261
NT12281,Metab_model_size,3087825
NT12281,Genome_diff,1961132
NT12282,Metab_model_size,3088661
NT12282,Genome_diff,1958363
NT12283,Metab_model_size,3063783
NT12283,Genome_diff,2233903
NT12284,Metab_model_size,3110002
NT12284,Genome_diff,2098642
NT12285_763,Metab_model_size,3100431
NT12285_763,Genome_diff,2057549
NT12286_764,Metab_model_size,3100431
NT12286_764,Genome_diff,2064069
NT12287,Metab_model_size,2992601
NT12287,Genome_diff,2202404
NT12288_765,Metab_model_size,2995214
NT12288_765,Genome_diff,2457217
NT12289,Metab_model_size,3053630
NT12289,Genome_diff,1942299
NT12290,Metab_model_size,3051204
NT12290,Genome_diff,1981645
NT12291,Metab_model_size,3054863
NT12291,Genome_diff,1978895
NT12292_766,Metab_model_size,3051190
NT12292_766,Genome_diff,2191648
NT12293,Metab_model_size,3193293
NT12293,Genome_diff,1860328
NT12294_341,Metab_model_size,2904156
NT12294_341,Genome_diff,2220567
NT12295,Metab_model_size,3087550
NT12295,Genome_diff,2315350
NT12296,Metab_model_size,3090725
NT12296,Genome_diff,2307479
NT12297,Metab_model_size,3089247
NT12297,Genome_diff,2304388
NT12298_342,Metab_model_size,3107409
NT12298_342,Genome_diff,1593422
NT12299_343,Metab_model_size,3082653
NT12299_343,Genome_diff,2040695
NT12300,Metab_model_size,3080419
NT12300,Genome_diff,2066733
NT12301,Metab_model_size,3083550
NT12301,Genome_diff,2102372
NT12302_344,Metab_model_size,3022784
NT12302_344,Genome_diff,2004880
NT12303_345,Metab_model_size,3078214
NT12303_345,Genome_diff,2331935
NT12304,Metab_model_size,3078205
NT12304,Genome_diff,2101695
NT12305_346,Metab_model_size,3011608
NT12305_346,Genome_diff,1906261
NT12306_347,Metab_model_size,3013428
NT12306_347,Genome_diff,1907898
NT12307,Metab_model_size,2977027
NT12307,Genome_diff,1840199
NT12308_348,Metab_model_size,2975126
NT12308_348,Genome_diff,1846169
NT12309_349,Metab_model_size,2963869
NT12309_349,Genome_diff,1960307
NT12310_767,Metab_model_size,2959593
NT12310_767,Genome_diff,2100010
NT12311_350,Metab_model_size,3047614
NT12311_350,Genome_diff,2011971
NT12312,Metab_model_size,3045534
NT12312,Genome_diff,2022468
NT12313,Metab_model_size,3072253
NT12313,Genome_diff,2567120
NT12314_351,Metab_model_size,3029681
NT12314_351,Genome_diff,1906015
NT12315_352,Metab_model_size,3174693
NT12315_352,Genome_diff,1821938
NT12316,Metab_model_size,3011155
NT12316,Genome_diff,1608635
NT12317_353,Metab_model_size,3050836
NT12317_353,Genome_diff,1501174
NT12318,Metab_model_size,3065533
NT12318,Genome_diff,2077218
NT12319_354,Metab_model_size,3130017
NT12319_354,Genome_diff,1619808
NT12320_355,Metab_model_size,3172942
NT12320_355,Genome_diff,1741749
NT12321_356,Metab_model_size,3171470
NT12321_356,Genome_diff,1744916
NT12322,Metab_model_size,3012487
NT12322,Genome_diff,2061277
NT12323,Metab_model_size,2920242
NT12323,Genome_diff,2140148
NT12324,Metab_model_size,2920722
NT12324,Genome_diff,2174045
NT12325_133,Metab_model_size,3056406
NT12325_133,Genome_diff,2015433
NT12326_143,Metab_model_size,3005729
NT12326_143,Genome_diff,1967007
NT12327_134,Metab_model_size,3090097
NT12327_134,Genome_diff,1732215
NT12328_138,Metab_model_size,2990098
NT12328_138,Genome_diff,1992059
NT12329_142,Metab_model_size,3021308
NT12329_142,Genome_diff,2287678
NT12330_144,Metab_model_size,3180037
NT12330_144,Genome_diff,2040718
NT12331_141,Metab_model_size,3046260
NT12331_141,Genome_diff,2023550
NT12332_139,Metab_model_size,3084939
NT12332_139,Genome_diff,2168243
NT12333_140,Metab_model_size,3073414
NT12333_140,Genome_diff,2196559
NT12334_145,Metab_model_size,3177042
NT12334_145,Genome_diff,2280615
NT12335_135,Metab_model_size,3075016
NT12335_135,Genome_diff,1893670
NT12336_136,Metab_model_size,3138621
NT12336_136,Genome_diff,2255506
NT12337_137,Metab_model_size,3090178
NT12337_137,Genome_diff,2024873
NT12338_2,Metab_model_size,3047109
NT12338_2,Genome_diff,2059047
NT12339,Metab_model_size,3124609
NT12339,Genome_diff,1912134
NT12340_27,Metab_model_size,3085672
NT12340_27,Genome_diff,2145756
NT12341_194,Metab_model_size,2946126
NT12341_194,Genome_diff,2109163
NT12343_357,Metab_model_size,3058015
NT12343_357,Genome_diff,1509178
NT12344,Metab_model_size,2943514
NT12344,Genome_diff,1722085
NT12345,Metab_model_size,2993300
NT12345,Genome_diff,2020702
NT12346_358,Metab_model_size,3111705
NT12346_358,Genome_diff,1589034
NT12347_359,Metab_model_size,3123513
NT12347_359,Genome_diff,1621027
NT12348,Metab_model_size,3044396
NT12348,Genome_diff,1764421
NT12349,Metab_model_size,3164863
NT12349,Genome_diff,1689220
NT12350,Metab_model_size,2976015
NT12350,Genome_diff,1634766
NT12351,Metab_model_size,3120979
NT12351,Genome_diff,1654196
NT12352,Metab_model_size,3122327
NT12352,Genome_diff,1748427
NT12353_360,Metab_model_size,2967903
NT12353_360,Genome_diff,1856695
NT12354,Metab_model_size,3148296
NT12354,Genome_diff,1573027
NT12355_361,Metab_model_size,2977022
NT12355_361,Genome_diff,1708963
NT12356,Metab_model_size,3129424
NT12356,Genome_diff,1908099
NT12357,Metab_model_size,3013202
NT12357,Genome_diff,2027729
NT12358_362,Metab_model_size,3113530
NT12358_362,Genome_diff,2209157
NT12359_363,Metab_model_size,3004176
NT12359_363,Genome_diff,1952688
NT12360_768,Metab_model_size,3169160
NT12360_768,Genome_diff,1968396
NT12361_364,Metab_model_size,3140930
NT12361_364,Genome_diff,2249653
NT12362_365,Metab_model_size,3036749
NT12362_365,Genome_diff,2259556
NT12363_366,Metab_model_size,3144109
NT12363_366,Genome_diff,2262122
NT12364_367,Metab_model_size,3117585
NT12364_367,Genome_diff,2046248
NT12365_368,Metab_model_size,3052467
NT12365_368,Genome_diff,1964210
NT12367_370,Metab_model_size,3051541
NT12367_370,Genome_diff,1975761
NT12368,Metab_model_size,3029594
NT12368,Genome_diff,1742848
NT12370_371,Metab_model_size,3129890
NT12370_371,Genome_diff,1952734
NT12371,Metab_model_size,3056882
NT12371,Genome_diff,1928114
NT12372_372,Metab_model_size,3117000
NT12372_372,Genome_diff,2551721
NT12373,Metab_model_size,3126517
NT12373,Genome_diff,1571687
NT12375,Metab_model_size,2981660
NT12375,Genome_diff,2156438
NT12376,Metab_model_size,2934555
NT12376,Genome_diff,1682978
NT12377,Metab_model_size,3129027
NT12377,Genome_diff,1820471
NT12378_769,Metab_model_size,3084182
NT12378_769,Genome_diff,2800513
NT12379,Metab_model_size,3057583
NT12379,Genome_diff,2112112
NT12380,Metab_model_size,3129489
NT12380,Genome_diff,1750808
NT12381,Metab_model_size,3071016
NT12381,Genome_diff,1874741
NT12382_374,Metab_model_size,3114876
NT12382_374,Genome_diff,1752686
NT12384_770,Metab_model_size,3087018
NT12384_770,Genome_diff,3130114
NT12385,Metab_model_size,3058457
NT12385,Genome_diff,1930958
NT12386,Metab_model_size,3124854
NT12386,Genome_diff,1719755
NT12387_771,Metab_model_size,3141975
NT12387_771,Genome_diff,2081609
NT12388_376,Metab_model_size,3136746
NT12388_376,Genome_diff,2013287
NT12389_772,Metab_model_size,3136488
NT12389_772,Genome_diff,2085901
NT12390_377,Metab_model_size,3141465
NT12390_377,Genome_diff,2008076
NT12391_773,Metab_model_size,3144094
NT12391_773,Genome_diff,2082802
NT12392_378,Metab_model_size,3047102
NT12392_378,Genome_diff,1892471
NT12393_774,Metab_model_size,3050200
NT12393_774,Genome_diff,2213852
NT12394_379,Metab_model_size,3034843
NT12394_379,Genome_diff,1820005
NT12395,Metab_model_size,3020313
NT12395,Genome_diff,2236977
NT12396_380,Metab_model_size,3047719
NT12396_380,Genome_diff,1950499
NT12397,Metab_model_size,3043248
NT12397,Genome_diff,2081969
NT12398_775,Metab_model_size,3080749
NT12398_775,Genome_diff,2872354
NT12399,Metab_model_size,3042958
NT12399,Genome_diff,1701391
NT12400_381,Metab_model_size,3148415
NT12400_381,Genome_diff,1523339
NT12401,Metab_model_size,3146737
NT12401,Genome_diff,1777352
NT12402,Metab_model_size,3011694
NT12402,Genome_diff,2052632
NT12404_383,Metab_model_size,3158537
NT12404_383,Genome_diff,1779013
NT12405,Metab_model_size,3097372
NT12405,Genome_diff,1715430
NT12406_384,Metab_model_size,3009772
NT12406_384,Genome_diff,1774392
NT12407_776,Metab_model_size,3099663
NT12407_776,Genome_diff,2040847
NT12409,Metab_model_size,3073834
NT12409,Genome_diff,2105944
NT12410,Metab_model_size,3027109
NT12410,Genome_diff,2174741
NT12411,Metab_model_size,3023816
NT12411,Genome_diff,2179012
NT12412_386,Metab_model_size,2931405
NT12412_386,Genome_diff,2371508
NT12413_387,Metab_model_size,3016678
NT12413_387,Genome_diff,1746943
NT12414_388,Metab_model_size,3104342
NT12414_388,Genome_diff,1794413
NT12415,Metab_model_size,3026001
NT12415,Genome_diff,1854856
NT12416,Metab_model_size,3002279
NT12416,Genome_diff,2089899
NT12417,Metab_model_size,3103676
NT12417,Genome_diff,1651075
NT12418_389,Metab_model_size,3092668
NT12418_389,Genome_diff,1929537
NT12419,Metab_model_size,3110663
NT12419,Genome_diff,1896253
NT12420_390,Metab_model_size,3107392
NT12420_390,Genome_diff,2080621
NT12421_391,Metab_model_size,3075252
NT12421_391,Genome_diff,1602091
NT12422_392,Metab_model_size,3084863
NT12422_392,Genome_diff,2046367
NT12423_393,Metab_model_size,3114529
NT12423_393,Genome_diff,1962725
NT12424_394,Metab_model_size,3093739
NT12424_394,Genome_diff,1938154
NT12425_395,Metab_model_size,3021633
NT12425_395,Genome_diff,1998834
NT12426_777,Metab_model_size,3127859
NT12426_777,Genome_diff,1662860
NT12427_396,Metab_model_size,3130872
NT12427_396,Genome_diff,1554840
NT12428,Metab_model_size,3143884
NT12428,Genome_diff,1937056
NT12429_397,Metab_model_size,3124492
NT12429_397,Genome_diff,1911153
NT12430,Metab_model_size,3159066
NT12430,Genome_diff,2250895
NT12432_398,Metab_model_size,3017168
NT12432_398,Genome_diff,1917254
NT12433,Metab_model_size,3149585
NT12433,Genome_diff,1732121
NT12435_399,Metab_model_size,2993404
NT12435_399,Genome_diff,1644453
NT12437,Metab_model_size,3109505
NT12437,Genome_diff,1582061
NT12439,Metab_model_size,3166873
NT12439,Genome_diff,2135896
NT12440_401,Metab_model_size,3028592
NT12440_401,Genome_diff,1687426
NT12441,Metab_model_size,3045762
NT12441,Genome_diff,2360459
NT12442_402,Metab_model_size,3077482
NT12442_402,Genome_diff,1740821
NT12443,Metab_model_size,2987967
NT12443,Genome_diff,1712613
NT12446,Metab_model_size,3068464
NT12446,Genome_diff,2086146
NT12447_15,Metab_model_size,3007087
NT12447_15,Genome_diff,2100304
NT12448_16,Metab_model_size,2995760
NT12448_16,Genome_diff,2080012
NT12449_33,Metab_model_size,3102716
NT12449_33,Genome_diff,2077836
NT12450_34,Metab_model_size,3075631
NT12450_34,Genome_diff,1821250
NT12451_76,Metab_model_size,3032934
NT12451_76,Genome_diff,1984064
NT12452_77,Metab_model_size,3013695
NT12452_77,Genome_diff,2229450
NT12453_78,Metab_model_size,3079050
NT12453_78,Genome_diff,2213568
NT12454_79,Metab_model_size,3030837
NT12454_79,Genome_diff,2178292
NT12457_191,Metab_model_size,2985123
NT12457_191,Genome_diff,1731824
NT12458_192,Metab_model_size,3031119
NT12458_192,Genome_diff,1792730
NT12459_193,Metab_model_size,3054122
NT12459_193,Genome_diff,1917376
NT12460_195,Metab_model_size,3026395
NT12460_195,Genome_diff,2065018
NT12462_213,Metab_model_size,3129194
NT12462_213,Genome_diff,2570465
NT12531_172,Metab_model_size,3148129
NT12531_172,Genome_diff,2007497
NT12532_179,Metab_model_size,3002513
NT12532_179,Genome_diff,1837170
NT12533_5,Metab_model_size,3076058
NT12533_5,Genome_diff,2421595
NT12534_659,Metab_model_size,3129027
NT12534_659,Genome_diff,2338018
NT12535_660,Metab_model_size,3122098
NT12535_660,Genome_diff,2271312
NT12536_661,Metab_model_size,3089972
NT12536_661,Genome_diff,2613209
NT12537_662,Metab_model_size,3095257
NT12537_662,Genome_diff,2107807
NT12538_663,Metab_model_size,3009014
NT12538_663,Genome_diff,2873214
NT12539_664,Metab_model_size,3076080
NT12539_664,Genome_diff,2243015
NT12540_665,Metab_model_size,3042352
NT12540_665,Genome_diff,2107046
NT12542_667,Metab_model_size,3115438
NT12542_667,Genome_diff,1913249
NT12543_668,Metab_model_size,2985149
NT12543_668,Genome_diff,2222045
NT12545_670,Metab_model_size,3034959
NT12545_670,Genome_diff,2199853
NT12546_671,Metab_model_size,2979851
NT12546_671,Genome_diff,2027666
NT12547_672,Metab_model_size,3101345
NT12547_672,Genome_diff,2390510
NT12548_673,Metab_model_size,3161860
NT12548_673,Genome_diff,1903696
NT12549_674,Metab_model_size,3099691
NT12549_674,Genome_diff,2251240
NT12550_675,Metab_model_size,3058281
NT12550_675,Genome_diff,2378117
NT12551_676,Metab_model_size,3102561
NT12551_676,Genome_diff,2608029
NT12552_677,Metab_model_size,3008236
NT12552_677,Genome_diff,2244881
NT12553_678,Metab_model_size,2957966
NT12553_678,Genome_diff,3001785
NT12554_679,Metab_model_size,3107685
NT12554_679,Genome_diff,3309221
NT12555_680,Metab_model_size,3170992
NT12555_680,Genome_diff,2940192
NT12556_681,Metab_model_size,3123872
NT12556_681,Genome_diff,2951321
NT12557_682,Metab_model_size,3127685
NT12557_682,Genome_diff,2597108
NT12558_683,Metab_model_size,3025495
NT12558_683,Genome_diff,2293397
NT12559_684,Metab_model_size,3009859
NT12559_684,Genome_diff,2064727
NT12560_685,Metab_model_size,3006985
NT12560_685,Genome_diff,2051057
NT12561_686,Metab_model_size,3048230
NT12561_686,Genome_diff,2458709
NT12562_687,Metab_model_size,3061548
NT12562_687,Genome_diff,2316996
NT12563_688,Metab_model_size,2988169
NT12563_688,Genome_diff,2476267
NT12565_690,Metab_model_size,3127778
NT12565_690,Genome_diff,2521538
NT12566_691,Metab_model_size,3135380
NT12566_691,Genome_diff,2249755
NT12567_692,Metab_model_size,3116535
NT12567_692,Genome_diff,2127013
NT12568_693,Metab_model_size,3051812
NT12568_693,Genome_diff,2570929
NT12569_694,Metab_model_size,3021420
NT12569_694,Genome_diff,2569883
NT12570_695,Metab_model_size,2981807
NT12570_695,Genome_diff,2225657
NT12571_696,Metab_model_size,3050529
NT12571_696,Genome_diff,1984772
NT12572_697,Metab_model_size,3106965
NT12572_697,Genome_diff,2256397
NT12573_698,Metab_model_size,3121312
NT12573_698,Genome_diff,2369597
NT12574_699,Metab_model_size,2959026
NT12574_699,Genome_diff,2323189
NT12575_700,Metab_model_size,3147932
NT12575_700,Genome_diff,2625042
NT12576_701,Metab_model_size,3079788
NT12576_701,Genome_diff,2382287
NT12577_702,Metab_model_size,2989401
NT12577_702,Genome_diff,2039560
NT12578_703,Metab_model_size,3117070
NT12578_703,Genome_diff,1765786
NT12579_704,Metab_model_size,3115756
NT12579_704,Genome_diff,3247842
NT12580_705,Metab_model_size,3213412
NT12580_705,Genome_diff,2734026
NT12581_706,Metab_model_size,3216130
NT12581_706,Genome_diff,2620024
NT12582_707,Metab_model_size,3174622
NT12582_707,Genome_diff,2083815
NT12583_708,Metab_model_size,3090291
NT12583_708,Genome_diff,2224662
NT12584_709,Metab_model_size,3049665
NT12584_709,Genome_diff,1892500
NT12585_710,Metab_model_size,3161308
NT12585_710,Genome_diff,2196715
NT12586_711,Metab_model_size,2978435
NT12586_711,Genome_diff,2270326
NT12587_712,Metab_model_size,3102457
NT12587_712,Genome_diff,2706573
NT12588_713,Metab_model_size,3026529
NT12588_713,Genome_diff,2727810
NT12589_714,Metab_model_size,3031956
NT12589_714,Genome_diff,2377740
NT12590_715,Metab_model_size,3032619
NT12590_715,Genome_diff,2240522
NT12591_716,Metab_model_size,3042214
NT12591_716,Genome_diff,2205304
NT12592_717,Metab_model_size,3058953
NT12592_717,Genome_diff,2157955
NT12593_718,Metab_model_size,3055999
NT12593_718,Genome_diff,2710552
NT12594_719,Metab_model_size,3053353
NT12594_719,Genome_diff,1990241
NT12595_720,Metab_model_size,3091139
NT12595_720,Genome_diff,1943240
NT12596_721,Metab_model_size,3058165
NT12596_721,Genome_diff,1897855
NT12597_722,Metab_model_size,3044460
NT12597_722,Genome_diff,2715946
NT12598_723,Metab_model_size,3061812
NT12598_723,Genome_diff,2613327
NT12599_724,Metab_model_size,3027520
NT12599_724,Genome_diff,2700418
NT12600_725,Metab_model_size,3005515
NT12600_725,Genome_diff,2411809
NT12601_726,Metab_model_size,3051633
NT12601_726,Genome_diff,2303184
NT12602_727,Metab_model_size,2984080
NT12602_727,Genome_diff,1978532
NT12603_728,Metab_model_size,3087164
NT12603_728,Genome_diff,2308237
NT12604_729,Metab_model_size,2602770
NT12604_729,Genome_diff,2564053
NT12605_730,Metab_model_size,3070041
NT12605_730,Genome_diff,2383493
NT12606_731,Metab_model_size,2591307
NT12606_731,Genome_diff,3032930
NT12607_732,Metab_model_size,3073157
NT12607_732,Genome_diff,2077824
NT12608_733,Metab_model_size,2594859
NT12608_733,Genome_diff,2811931
NT12609_734,Metab_model_size,2994763
NT12609_734,Genome_diff,2621179
NT12610_735,Metab_model_size,2542147
NT12610_735,Genome_diff,2519522
NT12611_736,Metab_model_size,3035280
NT12611_736,Genome_diff,2870399
NT12612_737,Metab_model_size,3032873
NT12612_737,Genome_diff,2385866
NT12613,Metab_model_size,3008319
NT12613,Genome_diff,1692796
NT12614_739,Metab_model_size,2601248
NT12614_739,Genome_diff,2858736
NT12615_740,Metab_model_size,3040745
NT12615_740,Genome_diff,2396318
NT12616_171,Metab_model_size,3020574
NT12616_171,Genome_diff,1951753
NT12617_147,Metab_model_size,3160041
NT12617_147,Genome_diff,1924680
NT12618_181,Metab_model_size,3035032
NT12618_181,Genome_diff,2244920
NT12619_170,Metab_model_size,3076265
NT12619_170,Genome_diff,1515205
NT12704_20,Metab_model_size,3098891
NT12704_20,Genome_diff,1530921
NT12705_21,Metab_model_size,3098891
NT12705_21,Genome_diff,1530921
Nissle_Tn_parental,Metab_model_size,3085254
Nissle_Tn_parental,Genome_diff,1881630
OP50,Metab_model_size,704880
OP50,Genome_diff,3755270
SPC_3.1,Metab_model_size,706919
SPC_3.1,Genome_diff,4252394
