# gapseq version: 1.2 9b30141
# Transporter sequence DB md5sum: b99a77e (2022-05-13)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P54417|2.A.15.1.1	2.A.15.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P54417|2.A.15.1.1	46.392	6.10e-116	374	94	6 length=116028 depth=1.05x	11768	13210	transporter
gnl|TC-DB|P54582|2.A.15.1.10	2.A.15.1.10	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|P54582|2.A.15.1.10	35.460	4.71e-71	247	87	6 length=116028 depth=1.05x	11702	13276	transporter
gnl|TC-DB|P54582|2.A.15.1.10	2.A.15.1.10	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P54582|2.A.15.1.10	35.460	4.71e-71	247	87	6 length=116028 depth=1.05x	11702	13276	transporter
gnl|TC-DB|P54582|2.A.15.1.10	2.A.15.1.10	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P54582|2.A.15.1.10	35.460	4.71e-71	247	87	6 length=116028 depth=1.05x	11702	13276	transporter
gnl|TC-DB|Q9X4A5|2.A.15.1.11	2.A.15.1.11	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q9X4A5|2.A.15.1.11	46.421	2.93e-111	360	90	6 length=116028 depth=1.05x	11819	13198	transporter
gnl|TC-DB|Q9X4A5|2.A.15.1.11	2.A.15.1.11	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q9X4A5|2.A.15.1.11	46.421	2.93e-111	360	90	6 length=116028 depth=1.05x	11819	13198	transporter
gnl|TC-DB|Q9X4A5|2.A.15.1.11	2.A.15.1.11	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9X4A5|2.A.15.1.11	46.421	2.93e-111	360	90	6 length=116028 depth=1.05x	11819	13198	transporter
gnl|TC-DB|Q6IUV3|2.A.15.1.12	2.A.15.1.12	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q6IUV3|2.A.15.1.12	41.228	5.76e-86	287	90	6 length=116028 depth=1.05x	11831	13192	transporter
gnl|TC-DB|Q6IUV3|2.A.15.1.12	2.A.15.1.12	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q6IUV3|2.A.15.1.12	41.228	5.76e-86	287	90	6 length=116028 depth=1.05x	11831	13192	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q79VE0|2.A.15.1.2	40.042	4.43e-98	326	77	6 length=116028 depth=1.05x	11792	13189	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q79VE0|2.A.15.1.2	40.042	4.43e-98	326	77	6 length=116028 depth=1.05x	11792	13189	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q79VE0|2.A.15.1.2	40.042	4.43e-98	326	77	6 length=116028 depth=1.05x	11792	13189	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q79VE0|2.A.15.1.2	40.042	4.43e-98	326	77	6 length=116028 depth=1.05x	11792	13189	transporter
gnl|TC-DB|Q4ZLW8|2.A.15.1.3	2.A.15.1.3	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q4ZLW8|2.A.15.1.3	45.083	8.82e-166	524	98	34 length=48852 depth=1.00x	38587	40548	transporter
gnl|TC-DB|Q4ZLW8|2.A.15.1.3	2.A.15.1.3	choline	EX_cpd00098_e0	rxn08213,rxn09692,rxn12380,rxn19034	gnl|TC-DB|Q4ZLW8|2.A.15.1.3	45.083	8.82e-166	524	98	34 length=48852 depth=1.00x	38587	40548	transporter
gnl|TC-DB|Q4ZLW8|2.A.15.1.3	2.A.15.1.3	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q4ZLW8|2.A.15.1.3	45.083	8.82e-166	524	98	34 length=48852 depth=1.00x	38587	40548	transporter
gnl|TC-DB|P0ABC9|2.A.15.1.4	2.A.15.1.4	choline	EX_cpd00098_e0	rxn08213,rxn09692,rxn12380,rxn19034	gnl|TC-DB|P0ABC9|2.A.15.1.4	100.000	0.0	1336	100	34 length=48852 depth=1.00x	38554	40584	transporter
gnl|TC-DB|P0ABC9|2.A.15.1.4	2.A.15.1.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P0ABC9|2.A.15.1.4	100.000	0.0	1336	100	34 length=48852 depth=1.00x	38554	40584	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q92WM0|2.A.15.1.5	49.616	0.0	595	91	6 length=116028 depth=1.05x	11717	13663	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q92WM0|2.A.15.1.5	49.616	0.0	595	91	6 length=116028 depth=1.05x	11717	13663	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	L-proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q92WM0|2.A.15.1.5	49.616	0.0	595	91	6 length=116028 depth=1.05x	11717	13663	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q92WM0|2.A.15.1.5	49.616	0.0	595	91	6 length=116028 depth=1.05x	11717	13663	transporter
gnl|TC-DB|D0U567|2.A.15.1.6	2.A.15.1.6	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|D0U567|2.A.15.1.6	33.523	1.44e-68	238	95	6 length=116028 depth=1.05x	11723	13222	transporter
gnl|TC-DB|D0U567|2.A.15.1.6	2.A.15.1.6	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|D0U567|2.A.15.1.6	33.523	1.44e-68	238	95	6 length=116028 depth=1.05x	11723	13222	transporter
gnl|TC-DB|D0U567|2.A.15.1.6	2.A.15.1.6	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|D0U567|2.A.15.1.6	33.523	1.44e-68	238	95	6 length=116028 depth=1.05x	11723	13222	transporter
gnl|TC-DB|Q8NN75|2.A.15.1.7	2.A.15.1.7	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q8NN75|2.A.15.1.7	34.722	3.57e-72	251	79	34 length=48852 depth=1.00x	38575	40062	transporter
gnl|TC-DB|Q8NN75|2.A.15.1.7	2.A.15.1.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8NN75|2.A.15.1.7	34.722	3.57e-72	251	79	34 length=48852 depth=1.00x	38575	40062	transporter
gnl|TC-DB|Q93AK1|2.A.15.1.8	2.A.15.1.8	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q93AK1|2.A.15.1.8	40.396	6.95e-89	295	99	6 length=116028 depth=1.05x	11708	13204	transporter
gnl|TC-DB|Q6F754|2.A.15.1.9	2.A.15.1.9	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q6F754|2.A.15.1.9	52.624	0.0	638	99	6 length=116028 depth=1.05x	11696	13672	transporter
gnl|TC-DB|Q6F754|2.A.15.1.9	2.A.15.1.9	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q6F754|2.A.15.1.9	52.624	0.0	638	99	6 length=116028 depth=1.05x	11696	13672	transporter
gnl|TC-DB|P16552|2.A.1.5.2	2.A.1.5.2	raffinose	EX_cpd00382_e0	rxn05643	gnl|TC-DB|P16552|2.A.1.5.2	57.855	6.56e-142	445	94	56 length=30692 depth=0.98x	13151	11952	transporter
gnl|TC-DB|P31553|2.A.15.2.1	2.A.15.2.1	CARNITINE	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|P31553|2.A.15.2.1	99.603	0.0	971	100	1 length=201707 depth=1.01x	21612	20101	transporter
gnl|TC-DB|B4EY22|2.A.15.2.2	2.A.15.2.2	carnitine	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|B4EY22|2.A.15.2.2	87.500	0.0	866	98	1 length=201707 depth=1.01x	21612	20101	transporter
gnl|TC-DB|P75366|2.A.1.52.4	2.A.1.52.4	choline	EX_cpd00098_e0	rxn08213,rxn09692,rxn12380,rxn19034	gnl|TC-DB|P75366|2.A.1.52.4	21.262	1.21e-07	51.6	85	39 length=45843 depth=0.97x	24432	23329	transporter
gnl|TC-DB|P30000|2.A.1.5.3	2.A.1.5.3	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|P30000|2.A.1.5.3	31.135	5.87e-45	164	89	56 length=30692 depth=0.98x	13088	11961	transporter
gnl|TC-DB|P30000|2.A.1.5.3	2.A.1.5.3	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|P30000|2.A.1.5.3	31.135	5.87e-45	164	89	56 length=30692 depth=0.98x	13088	11961	transporter
gnl|TC-DB|P96517|2.A.1.5.4	2.A.1.5.4	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|P96517|2.A.1.5.4	59.103	4.35e-136	428	89	56 length=30692 depth=0.98x	13097	11961	transporter
gnl|TC-DB|P96517|2.A.1.5.4	2.A.1.5.4	melibiose	EX_cpd03198_e0	rxn05612,rxn08906,rxn08907,rxn29106	gnl|TC-DB|P96517|2.A.1.5.4	59.103	4.35e-136	428	89	56 length=30692 depth=0.98x	13097	11961	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|P37643|2.A.1.6.10	99.773	0.0	717	100	28 length=54313 depth=0.99x	7501	8820	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|P37643|2.A.1.6.10	99.773	0.0	717	100	28 length=54313 depth=0.99x	7501	8820	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	glycolate	EX_cpd00139_e0	rxn05470,rxn08651,rxn08652,rxn12367	gnl|TC-DB|P37643|2.A.1.6.10	99.773	0.0	717	100	28 length=54313 depth=0.99x	7501	8820	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|P37643|2.A.1.6.10	99.773	0.0	717	100	28 length=54313 depth=0.99x	7501	8820	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|P37643|2.A.1.6.10	99.773	0.0	717	100	28 length=54313 depth=0.99x	7501	8820	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P37643|2.A.1.6.10	99.773	0.0	717	100	28 length=54313 depth=0.99x	7501	8820	transporter
gnl|TC-DB|M1Q159|2.A.1.6.13	2.A.1.6.13	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|M1Q159|2.A.1.6.13	31.957	2.52e-56	199	96	22 length=65462 depth=1.01x	4236	5546	transporter
gnl|TC-DB|P0AEX3|2.A.1.6.2	2.A.1.6.2	2-oxoglutarate	EX_cpd00024_e0	rxn05493,rxn08095,rxn09827,rxn34192,rxn34193	gnl|TC-DB|P0AEX3|2.A.1.6.2	100.000	0.0	801	100	58 length=28760 depth=1.00x	28445	27150	transporter
gnl|TC-DB|P0AEX3|2.A.1.6.2	2.A.1.6.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P0AEX3|2.A.1.6.2	100.000	0.0	801	100	58 length=28760 depth=1.00x	28445	27150	transporter
gnl|TC-DB|P0AEX3|2.A.1.6.2	2.A.1.6.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P0AEX3|2.A.1.6.2	100.000	0.0	801	100	58 length=28760 depth=1.00x	28445	27150	transporter
gnl|TC-DB|P0C0L7|2.A.1.6.4	2.A.1.6.4	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|P0C0L7|2.A.1.6.4	100.000	0.0	989	100	22 length=65462 depth=1.01x	4164	5663	transporter
gnl|TC-DB|P0C0L7|2.A.1.6.4	2.A.1.6.4	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P0C0L7|2.A.1.6.4	100.000	0.0	989	100	22 length=65462 depth=1.01x	4164	5663	transporter
gnl|TC-DB|P0C0L7|2.A.1.6.4	2.A.1.6.4	L-proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|P0C0L7|2.A.1.6.4	100.000	0.0	989	100	22 length=65462 depth=1.01x	4164	5663	transporter
gnl|TC-DB|P0C0L7|2.A.1.6.4	2.A.1.6.4	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|P0C0L7|2.A.1.6.4	100.000	0.0	989	100	22 length=65462 depth=1.01x	4164	5663	transporter
gnl|TC-DB|P0C0L7|2.A.1.6.4	2.A.1.6.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P0C0L7|2.A.1.6.4	100.000	0.0	989	100	22 length=65462 depth=1.01x	4164	5663	transporter
gnl|TC-DB|P0C0L7|2.A.1.6.4	2.A.1.6.4	taurine	EX_cpd00210_e0	rxn12554	gnl|TC-DB|P0C0L7|2.A.1.6.4	100.000	0.0	989	100	22 length=65462 depth=1.01x	4164	5663	transporter
gnl|TC-DB|P0A2G3|2.A.1.6.7	2.A.1.6.7	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|P0A2G3|2.A.1.6.7	33.333	7.03e-43	159	93	58 length=28760 depth=1.00x	28379	27177	transporter
gnl|TC-DB|P77228|2.A.1.6.9	2.A.1.6.9	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P77228|2.A.1.6.9	100.000	0.0	860	100	27 length=54682 depth=0.98x	54350	53070	transporter
gnl|TC-DB|Q07W00|2.A.1.7.6	2.A.1.7.6	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|Q07W00|2.A.1.7.6	20.063	0.10	32.0	77	53 length=34363 depth=1.00x	12987	12133	transporter
gnl|TC-DB|P37758|2.A.1.8.10	2.A.1.8.1	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|P37758|2.A.1.8.10	99.567	0.0	826	100	51 length=36463 depth=1.05x	10006	8621	transporter
gnl|TC-DB|P37758|2.A.1.8.10	2.A.1.8.1	nitrite	EX_cpd00075_e0	rxn05625,rxn05626,rxn08998,rxn29093	gnl|TC-DB|P37758|2.A.1.8.10	99.567	0.0	826	100	51 length=36463 depth=1.05x	10006	8621	transporter
gnl|TC-DB|P37758|2.A.1.8.10	2.A.1.8.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P37758|2.A.1.8.10	99.567	0.0	826	100	51 length=36463 depth=1.05x	10006	8621	transporter
gnl|TC-DB|P37758|2.A.1.8.10	2.A.1.8.10	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|P37758|2.A.1.8.10	99.567	0.0	826	100	51 length=36463 depth=1.05x	10006	8621	transporter
gnl|TC-DB|P37758|2.A.1.8.10	2.A.1.8.10	nitrite	EX_cpd00075_e0	rxn05625,rxn05626,rxn08998,rxn29093	gnl|TC-DB|P37758|2.A.1.8.10	99.567	0.0	826	100	51 length=36463 depth=1.05x	10006	8621	transporter
gnl|TC-DB|Q166T6|2.A.1.8.11	2.A.1.8.11	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q166T6|2.A.1.8.11	49.784	1.27e-140	443	99	71 length=16268 depth=0.97x	8930	7548	transporter
gnl|TC-DB|Q166T6|2.A.1.8.11	2.A.1.8.11	nitrite	EX_cpd00075_e0	rxn05625,rxn05626,rxn08998,rxn29093	gnl|TC-DB|Q166T6|2.A.1.8.11	49.784	1.27e-140	443	99	71 length=16268 depth=0.97x	8930	7548	transporter
gnl|TC-DB|Q9HXD4|2.A.1.8.17	2.A.1.8.17	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q9HXD4|2.A.1.8.17	60.349	1.65e-130	414	97	71 length=16268 depth=0.97x	8909	7542	transporter
gnl|TC-DB|Q9HXD4|2.A.1.8.17	2.A.1.8.17	nitrite	EX_cpd00075_e0	rxn05625,rxn05626,rxn08998,rxn29093	gnl|TC-DB|Q9HXD4|2.A.1.8.17	60.349	1.65e-130	414	97	71 length=16268 depth=0.97x	8909	7542	transporter
gnl|TC-DB|F2CRE4|2.A.1.82.1	2.A.1.82.1	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|F2CRE4|2.A.1.82.1	23.303	1.00e-13	71.2	90	3 length=125037 depth=0.99x	25998	27179	transporter
gnl|TC-DB|Q8BFT9|2.A.1.82.3	2.A.1.82.3	GTP	EX_cpd00038_e0	rxn29736,rxn29868	gnl|TC-DB|Q8BFT9|2.A.1.82.3	22.323	3.21e-13	70.1	79	1 length=201707 depth=1.01x	25577	26815	transporter
gnl|TC-DB|Q9RA45|2.A.1.8.9	2.A.1.8.9	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q9RA45|2.A.1.8.9	36.518	5.42e-59	206	99	71 length=16268 depth=0.97x	8909	7542	transporter
gnl|TC-DB|Q9RA45|2.A.1.8.9	2.A.1.8.9	nitrite	EX_cpd00075_e0	rxn05625,rxn05626,rxn08998,rxn29093	gnl|TC-DB|Q9RA45|2.A.1.8.9	36.518	5.42e-59	206	99	71 length=16268 depth=0.97x	8909	7542	transporter
gnl|TC-DB|K4HTY2|2.A.1.9.11	2.A.1.9.1	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|K4HTY2|2.A.1.9.11	24.395	3.35e-23	102	90	1 length=201707 depth=1.01x	25511	26791	transporter
gnl|TC-DB|K4HTY2|2.A.1.9.11	2.A.1.9.1	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|K4HTY2|2.A.1.9.11	24.395	3.35e-23	102	90	1 length=201707 depth=1.01x	25511	26791	transporter
gnl|TC-DB|A8N031|2.A.1.9.10	2.A.1.9.10	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|A8N031|2.A.1.9.10	24.948	2.55e-17	83.2	91	1 length=201707 depth=1.01x	25541	26773	transporter
gnl|TC-DB|K4HTY2|2.A.1.9.11	2.A.1.9.11	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|K4HTY2|2.A.1.9.11	24.395	3.35e-23	102	90	1 length=201707 depth=1.01x	25511	26791	transporter
gnl|TC-DB|P31801|2.A.19.1.1	2.A.19.1.1	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P31801|2.A.19.1.1	99.454	0.0	563	100	71 length=16268 depth=0.97x	15039	16136	transporter
gnl|TC-DB|P31801|2.A.19.1.1	2.A.19.1.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P31801|2.A.19.1.1	99.454	0.0	563	100	71 length=16268 depth=0.97x	15039	16136	transporter
gnl|TC-DB|P31801|2.A.19.1.1	2.A.19.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31801|2.A.19.1.1	99.454	0.0	563	100	71 length=16268 depth=0.97x	15039	16136	transporter
gnl|TC-DB|AHL29283.1|2.A.1.9.12	2.A.1.9.12	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|AHL29283.1|2.A.1.9.12	24.952	1.52e-19	90.5	92	1 length=201707 depth=1.01x	25511	26806	transporter
gnl|TC-DB|APA39363.1|2.A.1.9.13	2.A.1.9.13	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|APA39363.1|2.A.1.9.13	21.315	5.50e-16	79.0	86	1 length=201707 depth=1.01x	25676	26791	transporter
gnl|TC-DB|Q7RVX9|2.A.1.9.2	2.A.1.9.2	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q7RVX9|2.A.1.9.2	24.444	2.40e-12	67.4	76	5 length=118013 depth=1.02x	27756	26605	transporter
gnl|TC-DB|Q01MW8|2.A.1.9.4	2.A.1.9.4	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q01MW8|2.A.1.9.4	22.790	1.95e-15	77.0	93	1 length=201707 depth=1.01x	25511	26788	transporter
gnl|TC-DB|P45394|2.A.19.5.1	2.A.19.5.1	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P45394|2.A.19.5.1	99.676	1.65e-174	534	95	11 length=113402 depth=1.02x	53047	53973	transporter
gnl|TC-DB|Q0ZAI3|2.A.19.5.2	2.A.19.5.2	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|Q0ZAI3|2.A.19.5.2	44.964	3.78e-41	150	87	11 length=113402 depth=1.02x	52999	53832	transporter
gnl|TC-DB|Q0ZAI3|2.A.19.5.2	2.A.19.5.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q0ZAI3|2.A.19.5.2	44.964	3.78e-41	150	87	11 length=113402 depth=1.02x	52999	53832	transporter
gnl|TC-DB|Q8TPA6|2.A.19.5.4	2.A.19.5.4	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|Q8TPA6|2.A.19.5.4	29.242	4.37e-19	86.3	79	11 length=113402 depth=1.02x	53053	53790	transporter
gnl|TC-DB|Q8TPA6|2.A.19.5.4	2.A.19.5.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8TPA6|2.A.19.5.4	29.242	4.37e-19	86.3	79	11 length=113402 depth=1.02x	53053	53790	transporter
gnl|TC-DB|A5H2U6|2.A.1.9.6	2.A.1.9.6	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|A5H2U6|2.A.1.9.6	22.851	4.89e-11	63.2	82	1 length=201707 depth=1.01x	25676	26788	transporter
gnl|TC-DB|Q09852|2.A.1.9.8	2.A.1.9.8	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q09852|2.A.1.9.8	23.218	5.82e-06	46.6	86	1 length=201707 depth=1.01x	25541	26764	transporter
gnl|TC-DB|Q8VYM2|2.A.1.9.9	2.A.1.9.9	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q8VYM2|2.A.1.9.9	22.973	3.67e-16	79.3	83	1 length=201707 depth=1.01x	25676	26788	transporter
